asignacion_id,calendario_sk,equipo_sk,personal_sk,rol_desempenado,horas_laboradas,id_clave_unica
587,20260829,24,235,AYUDANTE 1,12.0,20260829-COBRIZA-XRD80USS-006-A
588,20260829,24,328,AYUDANTE 2,12.0,20260829-COBRIZA-XRD80USS-006-A
589,20260829,24,71,PERFORISTA,12.0,20260829-COBRIZA-XRD80USS-006-A
590,20260829,24,90,AYUDANTE 1,12.0,20260829-COBRIZA-XRD80USS-006-A
591,20260829,24,328,AYUDANTE 2,12.0,20260829-COBRIZA-XRD80USS-006-A
592,20260829,24,364,PERFORISTA,12.0,20260829-COBRIZA-XRD80USS-006-B
593,20260829,24,51,AYUDANTE 1,12.0,20260829-COBRIZA-XRD80USS-006-B
594,20260829,24,187,AYUDANTE 2,12.0,20260829-COBRIZA-XRD80USS-006-B
595,20260830,24,71,PERFORISTA,12.0,20260830-COBRIZA-XRD80USS-006-A
596,20260830,24,90,AYUDANTE 1,12.0,20260830-COBRIZA-XRD80USS-006-A
597,20260830,24,328,AYUDANTE 2,12.0,20260830-COBRIZA-XRD80USS-006-A
598,20260830,24,364,PERFORISTA,12.0,20260830-COBRIZA-XRD80USS-006-B
599,20260830,24,51,AYUDANTE 1,12.0,20260830-COBRIZA-XRD80USS-006-B
600,20260830,24,187,AYUDANTE 2,12.0,20260830-COBRIZA-XRD80USS-006-B
601,20260826,21,306,PERFORISTA,12.0,20260826-COBRIZA-XRD125UFDR-002-A
602,20260826,21,382,AYUDANTE 1,12.0,20260826-COBRIZA-XRD125UFDR-002-A
603,20260826,21,25,AYUDANTE 2,12.0,20260826-COBRIZA-XRD125UFDR-002-A
604,20260826,21,253,PERFORISTA,12.0,20260826-COBRIZA-XRD125UFDR-002-B
605,20260826,21,258,AYUDANTE 1,12.0,20260826-COBRIZA-XRD125UFDR-002-B
606,20260826,21,92,AYUDANTE 2,12.0,20260826-COBRIZA-XRD125UFDR-002-B
607,20260827,21,306,PERFORISTA,12.0,20260827-COBRIZA-XRD125UFDR-002-A
608,20260827,21,382,AYUDANTE 1,12.0,20260827-COBRIZA-XRD125UFDR-002-A
609,20260827,21,25,AYUDANTE 2,12.0,20260827-COBRIZA-XRD125UFDR-002-A
610,20260827,21,253,PERFORISTA,12.0,20260827-COBRIZA-XRD125UFDR-002-B
611,20260827,21,258,AYUDANTE 1,12.0,20260827-COBRIZA-XRD125UFDR-002-B
612,20260827,21,92,AYUDANTE 2,12.0,20260827-COBRIZA-XRD125UFDR-002-B
613,20260828,21,306,PERFORISTA,12.0,20260828-COBRIZA-XRD125UFDR-002-A
614,20260828,21,382,AYUDANTE 1,12.0,20260828-COBRIZA-XRD125UFDR-002-A
615,20260828,21,25,AYUDANTE 2,12.0,20260828-COBRIZA-XRD125UFDR-002-A
616,20260828,21,253,PERFORISTA,12.0,20260828-COBRIZA-XRD125UFDR-002-B
617,20260828,21,258,AYUDANTE 1,12.0,20260828-COBRIZA-XRD125UFDR-002-B
618,20260828,21,92,AYUDANTE 2,12.0,20260828-COBRIZA-XRD125UFDR-002-B
619,20260829,21,306,PERFORISTA,12.0,20260829-COBRIZA-XRD125UFDR-002-A
620,20260829,21,382,AYUDANTE 1,12.0,20260829-COBRIZA-XRD125UFDR-002-A
621,20260829,21,25,AYUDANTE 2,12.0,20260829-COBRIZA-XRD125UFDR-002-A
622,20260829,21,253,PERFORISTA,12.0,20260829-COBRIZA-XRD125UFDR-002-B
623,20260829,21,258,AYUDANTE 1,12.0,20260829-COBRIZA-XRD125UFDR-002-B
624,20260829,21,92,AYUDANTE 2,12.0,20260829-COBRIZA-XRD125UFDR-002-B
625,20260830,21,306,PERFORISTA,12.0,20260830-COBRIZA-XRD125UFDR-002-A
626,20260830,21,382,AYUDANTE 1,12.0,20260830-COBRIZA-XRD125UFDR-002-A
627,20260830,21,25,AYUDANTE 2,12.0,20260830-COBRIZA-XRD125UFDR-002-A
628,20260830,21,253,PERFORISTA,12.0,20260830-COBRIZA-XRD125UFDR-002-B
629,20260830,21,258,AYUDANTE 1,12.0,20260830-COBRIZA-XRD125UFDR-002-B
630,20260830,21,92,AYUDANTE 2,12.0,20260830-COBRIZA-XRD125UFDR-002-B
631,20260826,22,214,PERFORISTA,12.0,20260826-COBRIZA-XRD150U-008-A
632,20260826,22,91,AYUDANTE 1,12.0,20260826-COBRIZA-XRD150U-008-A
633,20260826,22,153,AYUDANTE 2,12.0,20260826-COBRIZA-XRD150U-008-A
634,20260826,22,325,PERFORISTA,12.0,20260826-COBRIZA-XRD150U-008-B
635,20260826,22,53,AYUDANTE 1,12.0,20260826-COBRIZA-XRD150U-008-B
636,20260826,22,196,AYUDANTE 2,12.0,20260826-COBRIZA-XRD150U-008-B
637,20260827,22,214,PERFORISTA,12.0,20260827-COBRIZA-XRD150U-008-A
638,20260827,22,91,AYUDANTE 1,12.0,20260827-COBRIZA-XRD150U-008-A
639,20260827,22,153,AYUDANTE 2,12.0,20260827-COBRIZA-XRD150U-008-A
640,20260827,22,325,PERFORISTA,12.0,20260827-COBRIZA-XRD150U-008-B
641,20260827,22,53,AYUDANTE 1,12.0,20260827-COBRIZA-XRD150U-008-B
642,20260827,22,196,AYUDANTE 2,12.0,20260827-COBRIZA-XRD150U-008-B
643,20260828,22,214,PERFORISTA,12.0,20260828-COBRIZA-XRD150U-008-A
644,20260828,22,91,AYUDANTE 1,12.0,20260828-COBRIZA-XRD150U-008-A
645,20260828,22,153,AYUDANTE 2,12.0,20260828-COBRIZA-XRD150U-008-A
646,20260828,22,325,PERFORISTA,12.0,20260828-COBRIZA-XRD150U-008-B
647,20260828,22,53,AYUDANTE 1,12.0,20260828-COBRIZA-XRD150U-008-B
648,20260828,22,196,AYUDANTE 2,12.0,20260828-COBRIZA-XRD150U-008-B
649,20260829,22,214,PERFORISTA,12.0,20260829-COBRIZA-XRD150U-008-A
650,20260829,22,91,AYUDANTE 1,12.0,20260829-COBRIZA-XRD150U-008-A
651,20260829,22,153,AYUDANTE 2,12.0,20260829-COBRIZA-XRD150U-008-A
652,20260829,22,325,PERFORISTA,12.0,20260829-COBRIZA-XRD150U-008-B
653,20260829,22,53,AYUDANTE 1,12.0,20260829-COBRIZA-XRD150U-008-B
654,20260829,22,196,AYUDANTE 2,12.0,20260829-COBRIZA-XRD150U-008-B
655,20260830,22,214,PERFORISTA,12.0,20260830-COBRIZA-XRD150U-008-A
656,20260830,22,91,AYUDANTE 1,12.0,20260830-COBRIZA-XRD150U-008-A
657,20260830,22,153,AYUDANTE 2,12.0,20260830-COBRIZA-XRD150U-008-A
658,20260830,22,325,PERFORISTA,12.0,20260830-COBRIZA-XRD150U-008-B
659,20260830,22,53,AYUDANTE 1,12.0,20260830-COBRIZA-XRD150U-008-B
660,20260830,22,196,AYUDANTE 2,12.0,20260830-COBRIZA-XRD150U-008-B
661,20260826,25,284,PERFORISTA,12.0,20260826-COLQUISIRI-XRD80USS-012-A
662,20260826,25,209,AYUDANTE 1,12.0,20260826-COLQUISIRI-XRD80USS-012-A
663,20260826,25,3,AYUDANTE 2,12.0,20260826-COLQUISIRI-XRD80USS-012-A
664,20260826,25,405,PERFORISTA,12.0,20260826-COLQUISIRI-XRD80USS-012-B
665,20260826,25,111,AYUDANTE 1,12.0,20260826-COLQUISIRI-XRD80USS-012-B
666,20260826,25,194,AYUDANTE 2,12.0,20260826-COLQUISIRI-XRD80USS-012-B
667,20260827,25,123,PERFORISTA,12.0,20260827-COLQUISIRI-XRD80USS-012-A
668,20260827,25,86,AYUDANTE 1,12.0,20260827-COLQUISIRI-XRD80USS-012-A
669,20260827,25,194,AYUDANTE 2,12.0,20260827-COLQUISIRI-XRD80USS-012-A
670,20260827,25,284,PERFORISTA,12.0,20260827-COLQUISIRI-XRD80USS-012-B
671,20260827,25,209,AYUDANTE 1,12.0,20260827-COLQUISIRI-XRD80USS-012-B
672,20260827,25,3,AYUDANTE 2,12.0,20260827-COLQUISIRI-XRD80USS-012-B
673,20260828,25,123,PERFORISTA,12.0,20260828-COLQUISIRI-XRD80USS-012-A
674,20260828,25,86,AYUDANTE 1,12.0,20260828-COLQUISIRI-XRD80USS-012-A
675,20260828,25,194,AYUDANTE 2,12.0,20260828-COLQUISIRI-XRD80USS-012-A
676,20260828,25,284,PERFORISTA,12.0,20260828-COLQUISIRI-XRD80USS-012-B
677,20260828,25,209,AYUDANTE 1,12.0,20260828-COLQUISIRI-XRD80USS-012-B
678,20260828,25,3,AYUDANTE 2,12.0,20260828-COLQUISIRI-XRD80USS-012-B
679,20260829,25,123,PERFORISTA,12.0,20260829-COLQUISIRI-XRD80USS-012-A
680,20260829,25,86,AYUDANTE 1,12.0,20260829-COLQUISIRI-XRD80USS-012-A
681,20260829,25,194,AYUDANTE 2,12.0,20260829-COLQUISIRI-XRD80USS-012-A
682,20260829,25,284,PERFORISTA,12.0,20260829-COLQUISIRI-XRD80USS-012-B
683,20260829,25,209,AYUDANTE 1,12.0,20260829-COLQUISIRI-XRD80USS-012-B
684,20260829,25,3,AYUDANTE 2,12.0,20260829-COLQUISIRI-XRD80USS-012-B
685,20260830,25,123,PERFORISTA,12.0,20260830-COLQUISIRI-XRD80USS-012-A
686,20260830,25,86,AYUDANTE 1,12.0,20260830-COLQUISIRI-XRD80USS-012-A
687,20260830,25,194,AYUDANTE 2,12.0,20260830-COLQUISIRI-XRD80USS-012-A
688,20260830,25,284,PERFORISTA,12.0,20260830-COLQUISIRI-XRD80USS-012-B
689,20260830,25,209,AYUDANTE 1,12.0,20260830-COLQUISIRI-XRD80USS-012-B
690,20260830,25,3,AYUDANTE 2,12.0,20260830-COLQUISIRI-XRD80USS-012-B
691,20260826,29,344,PERFORISTA,12.0,20260826-CONDESTABLE-XRD80ITH-001-A
692,20260826,29,84,AYUDANTE 1,12.0,20260826-CONDESTABLE-XRD80ITH-001-A
693,20260826,29,329,AYUDANTE 2,12.0,20260826-CONDESTABLE-XRD80ITH-001-A
694,20260826,29,3,PERFORISTA,12.0,20260826-CONDESTABLE-XRD80ITH-001-B
695,20260826,29,3,AYUDANTE 1,12.0,20260826-CONDESTABLE-XRD80ITH-001-B
696,20260826,29,3,AYUDANTE 2,12.0,20260826-CONDESTABLE-XRD80ITH-001-B
697,20260827,29,3,PERFORISTA,12.0,20260827-CONDESTABLE-XRD80ITH-001-A
698,20260827,29,3,AYUDANTE 1,12.0,20260827-CONDESTABLE-XRD80ITH-001-A
699,20260827,29,3,AYUDANTE 2,12.0,20260827-CONDESTABLE-XRD80ITH-001-A
700,20260827,29,3,PERFORISTA,12.0,20260827-CONDESTABLE-XRD80ITH-001-B
701,20260827,29,3,AYUDANTE 1,12.0,20260827-CONDESTABLE-XRD80ITH-001-B
702,20260827,29,3,AYUDANTE 2,12.0,20260827-CONDESTABLE-XRD80ITH-001-B
703,20260828,29,344,PERFORISTA,12.0,20260828-CONDESTABLE-XRD80ITH-001-A
704,20260828,29,84,AYUDANTE 1,12.0,20260828-CONDESTABLE-XRD80ITH-001-A
705,20260828,29,329,AYUDANTE 2,12.0,20260828-CONDESTABLE-XRD80ITH-001-A
706,20260828,29,117,PERFORISTA,12.0,20260828-CONDESTABLE-XRD80ITH-001-B
707,20260828,29,286,AYUDANTE 1,12.0,20260828-CONDESTABLE-XRD80ITH-001-B
708,20260828,29,280,AYUDANTE 2,12.0,20260828-CONDESTABLE-XRD80ITH-001-B
709,20260826,26,272,PERFORISTA,12.0,20260826-CONDESTABLE-XLM75UFDR-002-A
710,20260826,26,273,AYUDANTE 1,12.0,20260826-CONDESTABLE-XLM75UFDR-002-A
711,20260826,26,22,AYUDANTE 2,12.0,20260826-CONDESTABLE-XLM75UFDR-002-A
712,20260826,26,332,PERFORISTA,12.0,20260826-CONDESTABLE-XLM75UFDR-002-B
713,20260826,26,412,AYUDANTE 1,12.0,20260826-CONDESTABLE-XLM75UFDR-002-B
714,20260826,26,89,AYUDANTE 2,12.0,20260826-CONDESTABLE-XLM75UFDR-002-B
715,20260827,26,62,PERFORISTA,12.0,20260827-CONDESTABLE-XLM75UFDR-002-A
716,20260827,26,3,AYUDANTE 1,12.0,20260827-CONDESTABLE-XLM75UFDR-002-A
717,20260827,26,88,AYUDANTE 2,12.0,20260827-CONDESTABLE-XLM75UFDR-002-A
718,20260827,26,272,PERFORISTA,12.0,20260827-CONDESTABLE-XLM75UFDR-002-B
719,20260827,26,273,AYUDANTE 1,12.0,20260827-CONDESTABLE-XLM75UFDR-002-B
720,20260827,26,22,AYUDANTE 2,12.0,20260827-CONDESTABLE-XLM75UFDR-002-B
721,20260828,26,62,PERFORISTA,12.0,20260828-CONDESTABLE-XLM75UFDR-002-A
722,20260828,26,3,AYUDANTE 1,12.0,20260828-CONDESTABLE-XLM75UFDR-002-A
723,20260828,26,88,AYUDANTE 2,12.0,20260828-CONDESTABLE-XLM75UFDR-002-A
724,20260828,26,272,PERFORISTA,12.0,20260828-CONDESTABLE-XLM75UFDR-002-B
725,20260828,26,273,AYUDANTE 1,12.0,20260828-CONDESTABLE-XLM75UFDR-002-B
726,20260828,26,22,AYUDANTE 2,12.0,20260828-CONDESTABLE-XLM75UFDR-002-B
727,20260829,26,62,PERFORISTA,12.0,20260829-CONDESTABLE-XLM75UFDR-002-A
728,20260829,26,203,AYUDANTE 1,12.0,20260829-CONDESTABLE-XLM75UFDR-002-A
729,20260829,26,88,AYUDANTE 2,12.0,20260829-CONDESTABLE-XLM75UFDR-002-A
730,20260829,26,272,PERFORISTA,12.0,20260829-CONDESTABLE-XLM75UFDR-002-B
731,20260829,26,273,AYUDANTE 1,12.0,20260829-CONDESTABLE-XLM75UFDR-002-B
732,20260829,26,22,AYUDANTE 2,12.0,20260829-CONDESTABLE-XLM75UFDR-002-B
733,20260830,26,62,PERFORISTA,12.0,20260830-CONDESTABLE-XLM75UFDR-002-A
734,20260830,26,206,AYUDANTE 1,12.0,20260830-CONDESTABLE-XLM75UFDR-002-A
735,20260830,26,88,AYUDANTE 2,12.0,20260830-CONDESTABLE-XLM75UFDR-002-A
736,20260830,26,272,PERFORISTA,12.0,20260830-CONDESTABLE-XLM75UFDR-002-B
737,20260830,26,273,AYUDANTE 1,12.0,20260830-CONDESTABLE-XLM75UFDR-002-B
738,20260830,26,22,AYUDANTE 2,12.0,20260830-CONDESTABLE-XLM75UFDR-002-B
739,20260826,27,122,PERFORISTA,12.0,20260826-CONDESTABLE-XLM75UFDR-004-A
740,20260826,27,346,AYUDANTE 1,12.0,20260826-CONDESTABLE-XLM75UFDR-004-A
741,20260826,27,387,AYUDANTE 2,12.0,20260826-CONDESTABLE-XLM75UFDR-004-A
742,20260826,27,369,PERFORISTA,12.0,20260826-CONDESTABLE-XLM75UFDR-004-B
743,20260826,27,287,AYUDANTE 1,12.0,20260826-CONDESTABLE-XLM75UFDR-004-B
744,20260826,27,322,AYUDANTE 2,12.0,20260826-CONDESTABLE-XLM75UFDR-004-B
745,20260827,27,189,PERFORISTA,12.0,20260827-CONDESTABLE-XLM75UFDR-004-A
746,20260827,27,201,AYUDANTE 1,12.0,20260827-CONDESTABLE-XLM75UFDR-004-A
747,20260827,27,55,AYUDANTE 2,12.0,20260827-CONDESTABLE-XLM75UFDR-004-A
748,20260827,27,122,PERFORISTA,12.0,20260827-CONDESTABLE-XLM75UFDR-004-B
749,20260827,27,346,AYUDANTE 1,12.0,20260827-CONDESTABLE-XLM75UFDR-004-B
750,20260827,27,387,AYUDANTE 2,12.0,20260827-CONDESTABLE-XLM75UFDR-004-B
751,20260828,27,189,PERFORISTA,12.0,20260828-CONDESTABLE-XLM75UFDR-004-A
752,20260828,27,374,AYUDANTE 1,12.0,20260828-CONDESTABLE-XLM75UFDR-004-A
753,20260828,27,317,AYUDANTE 2,12.0,20260828-CONDESTABLE-XLM75UFDR-004-A
754,20260828,27,122,PERFORISTA,12.0,20260828-CONDESTABLE-XLM75UFDR-004-B
755,20260828,27,346,AYUDANTE 1,12.0,20260828-CONDESTABLE-XLM75UFDR-004-B
756,20260828,27,387,AYUDANTE 2,12.0,20260828-CONDESTABLE-XLM75UFDR-004-B
757,20260829,27,189,PERFORISTA,12.0,20260829-CONDESTABLE-XLM75UFDR-004-A
758,20260829,27,241,AYUDANTE 1,12.0,20260829-CONDESTABLE-XLM75UFDR-004-A
759,20260829,27,374,AYUDANTE 2,12.0,20260829-CONDESTABLE-XLM75UFDR-004-A
760,20260829,27,122,PERFORISTA,12.0,20260829-CONDESTABLE-XLM75UFDR-004-B
761,20260829,27,346,AYUDANTE 1,12.0,20260829-CONDESTABLE-XLM75UFDR-004-B
762,20260829,27,387,AYUDANTE 2,12.0,20260829-CONDESTABLE-XLM75UFDR-004-B
763,20260830,27,189,PERFORISTA,12.0,20260830-CONDESTABLE-XLM75UFDR-004-A
764,20260830,27,241,AYUDANTE 1,12.0,20260830-CONDESTABLE-XLM75UFDR-004-A
765,20260830,27,58,AYUDANTE 2,12.0,20260830-CONDESTABLE-XLM75UFDR-004-A
766,20260830,27,122,PERFORISTA,12.0,20260830-CONDESTABLE-XLM75UFDR-004-B
767,20260830,27,346,AYUDANTE 1,12.0,20260830-CONDESTABLE-XLM75UFDR-004-B
768,20260830,27,387,AYUDANTE 2,12.0,20260830-CONDESTABLE-XLM75UFDR-004-B
769,20260826,28,292,PERFORISTA,12.0,20260826-CONDESTABLE-XRD150USS-003-A
770,20260826,28,49,AYUDANTE 1,12.0,20260826-CONDESTABLE-XRD150USS-003-A
771,20260826,28,293,AYUDANTE 2,12.0,20260826-CONDESTABLE-XRD150USS-003-A
772,20260826,28,143,PERFORISTA,12.0,20260826-CONDESTABLE-XRD150USS-003-B
773,20260826,28,65,AYUDANTE 1,12.0,20260826-CONDESTABLE-XRD150USS-003-B
774,20260826,28,205,AYUDANTE 2,12.0,20260826-CONDESTABLE-XRD150USS-003-B
775,20260827,28,315,PERFORISTA,12.0,20260827-CONDESTABLE-XRD150USS-003-A
776,20260827,28,374,AYUDANTE 1,12.0,20260827-CONDESTABLE-XRD150USS-003-A
777,20260827,28,234,AYUDANTE 2,12.0,20260827-CONDESTABLE-XRD150USS-003-A
778,20260827,28,292,PERFORISTA,12.0,20260827-CONDESTABLE-XRD150USS-003-B
779,20260827,28,49,AYUDANTE 1,12.0,20260827-CONDESTABLE-XRD150USS-003-B
780,20260827,28,293,AYUDANTE 2,12.0,20260827-CONDESTABLE-XRD150USS-003-B
781,20260828,28,315,PERFORISTA,12.0,20260828-CONDESTABLE-XRD150USS-003-A
782,20260828,28,55,AYUDANTE 1,12.0,20260828-CONDESTABLE-XRD150USS-003-A
783,20260828,28,201,AYUDANTE 2,12.0,20260828-CONDESTABLE-XRD150USS-003-A
784,20260828,28,292,PERFORISTA,12.0,20260828-CONDESTABLE-XRD150USS-003-B
785,20260828,28,49,AYUDANTE 1,12.0,20260828-CONDESTABLE-XRD150USS-003-B
786,20260828,28,293,AYUDANTE 2,12.0,20260828-CONDESTABLE-XRD150USS-003-B
787,20260829,28,315,PERFORISTA,12.0,20260829-CONDESTABLE-XRD150USS-003-A
788,20260829,28,55,AYUDANTE 1,12.0,20260829-CONDESTABLE-XRD150USS-003-A
789,20260829,28,205,AYUDANTE 2,12.0,20260829-CONDESTABLE-XRD150USS-003-A
790,20260829,28,292,PERFORISTA,12.0,20260829-CONDESTABLE-XRD150USS-003-B
791,20260829,28,49,AYUDANTE 1,12.0,20260829-CONDESTABLE-XRD150USS-003-B
792,20260829,28,293,AYUDANTE 2,12.0,20260829-CONDESTABLE-XRD150USS-003-B
793,20260830,28,315,PERFORISTA,12.0,20260830-CONDESTABLE-XRD150USS-003-A
794,20260830,28,55,AYUDANTE 1,12.0,20260830-CONDESTABLE-XRD150USS-003-A
795,20260830,28,201,AYUDANTE 2,12.0,20260830-CONDESTABLE-XRD150USS-003-A
796,20260830,28,292,PERFORISTA,12.0,20260830-CONDESTABLE-XRD150USS-003-B
797,20260830,28,49,AYUDANTE 1,12.0,20260830-CONDESTABLE-XRD150USS-003-B
798,20260830,28,293,AYUDANTE 2,12.0,20260830-CONDESTABLE-XRD150USS-003-B
799,20260826,30,255,PERFORISTA,12.0,20260826-CUCULI-XRD100ST-001-A
800,20260826,30,155,AYUDANTE 1,12.0,20260826-CUCULI-XRD100ST-001-A
801,20260826,30,333,AYUDANTE 2,12.0,20260826-CUCULI-XRD100ST-001-A
802,20260826,30,221,PERFORISTA,12.0,20260826-CUCULI-XRD100ST-001-B
803,20260826,30,326,AYUDANTE 1,12.0,20260826-CUCULI-XRD100ST-001-B
804,20260826,30,67,AYUDANTE 2,12.0,20260826-CUCULI-XRD100ST-001-B
805,20260827,30,221,PERFORISTA,12.0,20260827-CUCULI-XRD100ST-001-A
806,20260827,30,326,AYUDANTE 1,12.0,20260827-CUCULI-XRD100ST-001-A
807,20260827,30,67,AYUDANTE 2,12.0,20260827-CUCULI-XRD100ST-001-A
808,20260827,30,277,PERFORISTA,12.0,20260827-CUCULI-XRD100ST-001-B
809,20260827,30,224,AYUDANTE 1,12.0,20260827-CUCULI-XRD100ST-001-B
810,20260827,30,242,AYUDANTE 2,12.0,20260827-CUCULI-XRD100ST-001-B
811,20260828,30,221,PERFORISTA,12.0,20260828-CUCULI-XRD100ST-001-A
812,20260828,30,326,AYUDANTE 1,12.0,20260828-CUCULI-XRD100ST-001-A
813,20260828,30,67,AYUDANTE 2,12.0,20260828-CUCULI-XRD100ST-001-A
814,20260828,30,277,PERFORISTA,12.0,20260828-CUCULI-XRD100ST-001-B
815,20260828,30,224,AYUDANTE 1,12.0,20260828-CUCULI-XRD100ST-001-B
816,20260828,30,242,AYUDANTE 2,12.0,20260828-CUCULI-XRD100ST-001-B
817,20260829,30,221,PERFORISTA,12.0,20260829-CUCULI-XRD100ST-001-A
818,20260829,30,326,AYUDANTE 1,12.0,20260829-CUCULI-XRD100ST-001-A
819,20260829,30,67,AYUDANTE 2,12.0,20260829-CUCULI-XRD100ST-001-A
820,20260829,30,277,PERFORISTA,12.0,20260829-CUCULI-XRD100ST-001-B
821,20260829,30,224,AYUDANTE 1,12.0,20260829-CUCULI-XRD100ST-001-B
822,20260829,30,242,AYUDANTE 2,12.0,20260829-CUCULI-XRD100ST-001-B
823,20260830,30,221,PERFORISTA,12.0,20260830-CUCULI-XRD100ST-001-A
824,20260830,30,326,AYUDANTE 1,12.0,20260830-CUCULI-XRD100ST-001-A
825,20260830,30,67,AYUDANTE 2,12.0,20260830-CUCULI-XRD100ST-001-A
826,20260830,30,277,PERFORISTA,12.0,20260830-CUCULI-XRD100ST-001-B
827,20260830,30,224,AYUDANTE 1,12.0,20260830-CUCULI-XRD100ST-001-B
828,20260830,30,242,AYUDANTE 2,12.0,20260830-CUCULI-XRD100ST-001-B
829,20260826,35,23,PERFORISTA,12.0,20260826-INMACULADA-XRD80USS-008-A
830,20260826,35,356,AYUDANTE 1,12.0,20260826-INMACULADA-XRD80USS-008-A
831,20260826,35,81,AYUDANTE 2,12.0,20260826-INMACULADA-XRD80USS-008-A
832,20260826,35,3,PERFORISTA,12.0,20260826-INMACULADA-XRD80USS-008-B
833,20260826,35,3,AYUDANTE 1,12.0,20260826-INMACULADA-XRD80USS-008-B
834,20260826,35,3,AYUDANTE 2,12.0,20260826-INMACULADA-XRD80USS-008-B
835,20260827,35,23,PERFORISTA,12.0,20260827-INMACULADA-XRD80USS-008-A
836,20260827,35,356,AYUDANTE 1,12.0,20260827-INMACULADA-XRD80USS-008-A
837,20260827,35,81,AYUDANTE 2,12.0,20260827-INMACULADA-XRD80USS-008-A
838,20260827,35,3,PERFORISTA,12.0,20260827-INMACULADA-XRD80USS-008-B
839,20260827,35,3,AYUDANTE 1,12.0,20260827-INMACULADA-XRD80USS-008-B
840,20260827,35,3,AYUDANTE 2,12.0,20260827-INMACULADA-XRD80USS-008-B
841,20260828,35,381,PERFORISTA,12.0,20260828-INMACULADA-XRD80USS-008-A
842,20260828,35,246,AYUDANTE 1,12.0,20260828-INMACULADA-XRD80USS-008-A
843,20260828,35,300,AYUDANTE 2,12.0,20260828-INMACULADA-XRD80USS-008-A
844,20260828,35,74,PERFORISTA,12.0,20260828-INMACULADA-XRD80USS-008-B
845,20260828,35,296,AYUDANTE 1,12.0,20260828-INMACULADA-XRD80USS-008-B
846,20260828,35,298,AYUDANTE 2,12.0,20260828-INMACULADA-XRD80USS-008-B
847,20260829,35,381,PERFORISTA,12.0,20260829-INMACULADA-XRD80USS-008-A
848,20260829,35,246,AYUDANTE 1,12.0,20260829-INMACULADA-XRD80USS-008-A
849,20260829,35,300,AYUDANTE 2,12.0,20260829-INMACULADA-XRD80USS-008-A
850,20260829,35,74,PERFORISTA,12.0,20260829-INMACULADA-XRD80USS-008-B
851,20260829,35,296,AYUDANTE 1,12.0,20260829-INMACULADA-XRD80USS-008-B
852,20260829,35,298,AYUDANTE 2,12.0,20260829-INMACULADA-XRD80USS-008-B
853,20260830,35,398,PERFORISTA,12.0,20260830-INMACULADA-XRD80USS-008-A
854,20260830,35,46,AYUDANTE 1,12.0,20260830-INMACULADA-XRD80USS-008-A
855,20260830,35,185,AYUDANTE 2,12.0,20260830-INMACULADA-XRD80USS-008-A
856,20260830,35,74,PERFORISTA,12.0,20260830-INMACULADA-XRD80USS-008-B
857,20260830,35,296,AYUDANTE 1,12.0,20260830-INMACULADA-XRD80USS-008-B
858,20260830,35,298,AYUDANTE 2,12.0,20260830-INMACULADA-XRD80USS-008-B
859,20260826,37,336,PERFORISTA,12.0,20260826-INMACULADA-XRD90U-016-A
860,20260826,37,391,AYUDANTE 1,12.0,20260826-INMACULADA-XRD90U-016-A
861,20260826,37,182,AYUDANTE 2,12.0,20260826-INMACULADA-XRD90U-016-A
862,20260826,37,409,PERFORISTA,12.0,20260826-INMACULADA-XRD90U-016-B
863,20260826,37,270,AYUDANTE 1,12.0,20260826-INMACULADA-XRD90U-016-B
864,20260826,37,403,AYUDANTE 2,12.0,20260826-INMACULADA-XRD90U-016-B
865,20260827,37,336,PERFORISTA,12.0,20260827-INMACULADA-XRD90U-016-A
866,20260827,37,391,AYUDANTE 1,12.0,20260827-INMACULADA-XRD90U-016-A
867,20260827,37,182,AYUDANTE 2,12.0,20260827-INMACULADA-XRD90U-016-A
868,20260827,37,409,PERFORISTA,12.0,20260827-INMACULADA-XRD90U-016-B
869,20260827,37,270,AYUDANTE 1,12.0,20260827-INMACULADA-XRD90U-016-B
870,20260827,37,403,AYUDANTE 2,12.0,20260827-INMACULADA-XRD90U-016-B
871,20260828,37,409,PERFORISTA,12.0,20260828-INMACULADA-XRD90U-016-A
872,20260828,37,270,AYUDANTE 1,12.0,20260828-INMACULADA-XRD90U-016-A
873,20260828,37,403,AYUDANTE 2,12.0,20260828-INMACULADA-XRD90U-016-A
874,20260828,37,354,PERFORISTA,12.0,20260828-INMACULADA-XRD90U-016-B
875,20260828,37,370,AYUDANTE 1,12.0,20260828-INMACULADA-XRD90U-016-B
876,20260828,37,121,AYUDANTE 2,12.0,20260828-INMACULADA-XRD90U-016-B
877,20260829,37,409,PERFORISTA,12.0,20260829-INMACULADA-XRD90U-016-A
878,20260829,37,270,AYUDANTE 1,12.0,20260829-INMACULADA-XRD90U-016-A
879,20260829,37,403,AYUDANTE 2,12.0,20260829-INMACULADA-XRD90U-016-A
880,20260829,37,354,PERFORISTA,12.0,20260829-INMACULADA-XRD90U-016-B
881,20260829,37,370,AYUDANTE 1,12.0,20260829-INMACULADA-XRD90U-016-B
882,20260829,37,121,AYUDANTE 2,12.0,20260829-INMACULADA-XRD90U-016-B
883,20260830,37,409,PERFORISTA,12.0,20260830-INMACULADA-XRD90U-016-A
884,20260830,37,270,AYUDANTE 1,12.0,20260830-INMACULADA-XRD90U-016-A
885,20260830,37,403,AYUDANTE 2,12.0,20260830-INMACULADA-XRD90U-016-A
