asignacion_id,calendario_sk,equipo_sk,personal_sk,rol_desempenado,horas_laboradas,id_clave_unica
886,20260830,37,354,PERFORISTA,12.0,20260830-INMACULADA-XRD90U-016-B
887,20260830,37,370,AYUDANTE 1,12.0,20260830-INMACULADA-XRD90U-016-B
888,20260830,37,121,AYUDANTE 2,12.0,20260830-INMACULADA-XRD90U-016-B
889,20260826,32,310,PERFORISTA,12.0,20260826-INMACULADA-XRD150U-003-A
890,20260826,32,219,AYUDANTE 1,12.0,20260826-INMACULADA-XRD150U-003-A
891,20260826,32,94,AYUDANTE 2,12.0,20260826-INMACULADA-XRD150U-003-A
892,20260826,32,380,PERFORISTA,12.0,20260826-INMACULADA-XRD150U-003-B
893,20260826,32,43,AYUDANTE 1,12.0,20260826-INMACULADA-XRD150U-003-B
894,20260826,32,311,AYUDANTE 2,12.0,20260826-INMACULADA-XRD150U-003-B
895,20260827,32,310,PERFORISTA,12.0,20260827-INMACULADA-XRD150U-003-A
896,20260827,32,219,AYUDANTE 1,12.0,20260827-INMACULADA-XRD150U-003-A
897,20260827,32,94,AYUDANTE 2,12.0,20260827-INMACULADA-XRD150U-003-A
898,20260827,32,380,PERFORISTA,12.0,20260827-INMACULADA-XRD150U-003-B
899,20260827,32,43,AYUDANTE 1,12.0,20260827-INMACULADA-XRD150U-003-B
900,20260827,32,311,AYUDANTE 2,12.0,20260827-INMACULADA-XRD150U-003-B
901,20260828,32,380,PERFORISTA,12.0,20260828-INMACULADA-XRD150U-003-A
902,20260828,32,43,AYUDANTE 1,12.0,20260828-INMACULADA-XRD150U-003-A
903,20260828,32,311,AYUDANTE 2,12.0,20260828-INMACULADA-XRD150U-003-A
904,20260828,32,157,PERFORISTA,12.0,20260828-INMACULADA-XRD150U-003-B
905,20260828,32,154,AYUDANTE 1,12.0,20260828-INMACULADA-XRD150U-003-B
906,20260828,32,184,AYUDANTE 2,12.0,20260828-INMACULADA-XRD150U-003-B
907,20260829,32,380,PERFORISTA,12.0,20260829-INMACULADA-XRD150U-003-A
908,20260829,32,43,AYUDANTE 1,12.0,20260829-INMACULADA-XRD150U-003-A
909,20260829,32,311,AYUDANTE 2,12.0,20260829-INMACULADA-XRD150U-003-A
910,20260829,32,157,PERFORISTA,12.0,20260829-INMACULADA-XRD150U-003-B
911,20260829,32,154,AYUDANTE 1,12.0,20260829-INMACULADA-XRD150U-003-B
912,20260829,32,184,AYUDANTE 2,12.0,20260829-INMACULADA-XRD150U-003-B
913,20260830,32,380,PERFORISTA,12.0,20260830-INMACULADA-XRD150U-003-A
914,20260830,32,43,AYUDANTE 1,12.0,20260830-INMACULADA-XRD150U-003-A
915,20260830,32,311,AYUDANTE 2,12.0,20260830-INMACULADA-XRD150U-003-A
916,20260830,32,157,PERFORISTA,12.0,20260830-INMACULADA-XRD150U-003-B
917,20260830,32,154,AYUDANTE 1,12.0,20260830-INMACULADA-XRD150U-003-B
918,20260830,32,184,AYUDANTE 2,12.0,20260830-INMACULADA-XRD150U-003-B
919,20260826,31,239,PERFORISTA,12.0,20260826-INMACULADA-XLM75UFDR-001-A
920,20260826,31,396,AYUDANTE 1,12.0,20260826-INMACULADA-XLM75UFDR-001-A
921,20260826,31,377,AYUDANTE 2,12.0,20260826-INMACULADA-XLM75UFDR-001-A
922,20260826,31,3,PERFORISTA,12.0,20260826-INMACULADA-XLM75UFDR-001-B
923,20260826,31,3,AYUDANTE 1,12.0,20260826-INMACULADA-XLM75UFDR-001-B
924,20260826,31,3,AYUDANTE 2,12.0,20260826-INMACULADA-XLM75UFDR-001-B
925,20260827,31,239,PERFORISTA,12.0,20260827-INMACULADA-XLM75UFDR-001-A
926,20260827,31,396,AYUDANTE 1,12.0,20260827-INMACULADA-XLM75UFDR-001-A
927,20260827,31,377,AYUDANTE 2,12.0,20260827-INMACULADA-XLM75UFDR-001-A
928,20260827,31,129,PERFORISTA,12.0,20260827-INMACULADA-XLM75UFDR-001-B
929,20260827,31,338,AYUDANTE 1,12.0,20260827-INMACULADA-XLM75UFDR-001-B
930,20260827,31,21,AYUDANTE 2,12.0,20260827-INMACULADA-XLM75UFDR-001-B
931,20260828,31,129,PERFORISTA,12.0,20260828-INMACULADA-XLM75UFDR-001-A
932,20260828,31,338,AYUDANTE 1,12.0,20260828-INMACULADA-XLM75UFDR-001-A
933,20260828,31,21,AYUDANTE 2,12.0,20260828-INMACULADA-XLM75UFDR-001-A
934,20260828,31,138,PERFORISTA,12.0,20260828-INMACULADA-XLM75UFDR-001-B
935,20260828,31,355,AYUDANTE 1,12.0,20260828-INMACULADA-XLM75UFDR-001-B
936,20260828,31,256,AYUDANTE 2,12.0,20260828-INMACULADA-XLM75UFDR-001-B
937,20260829,31,129,PERFORISTA,12.0,20260829-INMACULADA-XLM75UFDR-001-A
938,20260829,31,338,AYUDANTE 1,12.0,20260829-INMACULADA-XLM75UFDR-001-A
939,20260829,31,21,AYUDANTE 2,12.0,20260829-INMACULADA-XLM75UFDR-001-A
940,20260829,31,138,PERFORISTA,12.0,20260829-INMACULADA-XLM75UFDR-001-B
941,20260829,31,355,AYUDANTE 1,12.0,20260829-INMACULADA-XLM75UFDR-001-B
942,20260829,31,256,AYUDANTE 2,12.0,20260829-INMACULADA-XLM75UFDR-001-B
943,20260830,31,129,PERFORISTA,12.0,20260830-INMACULADA-XLM75UFDR-001-A
944,20260830,31,338,AYUDANTE 1,12.0,20260830-INMACULADA-XLM75UFDR-001-A
945,20260830,31,21,AYUDANTE 2,12.0,20260830-INMACULADA-XLM75UFDR-001-A
946,20260830,31,138,PERFORISTA,12.0,20260830-INMACULADA-XLM75UFDR-001-B
947,20260830,31,355,AYUDANTE 1,12.0,20260830-INMACULADA-XLM75UFDR-001-B
948,20260830,31,256,AYUDANTE 2,12.0,20260830-INMACULADA-XLM75UFDR-001-B
949,20260826,34,3,PERFORISTA,12.0,20260826-INMACULADA-XRD250U-001-A
950,20260826,34,3,AYUDANTE 1,12.0,20260826-INMACULADA-XRD250U-001-A
951,20260826,34,3,AYUDANTE 2,12.0,20260826-INMACULADA-XRD250U-001-A
952,20260826,34,3,PERFORISTA,12.0,20260826-INMACULADA-XRD250U-001-B
953,20260826,34,3,AYUDANTE 1,12.0,20260826-INMACULADA-XRD250U-001-B
954,20260826,34,3,AYUDANTE 2,12.0,20260826-INMACULADA-XRD250U-001-B
955,20260827,34,3,PERFORISTA,12.0,20260827-INMACULADA-XRD250U-001-A
956,20260827,34,3,AYUDANTE 1,12.0,20260827-INMACULADA-XRD250U-001-A
957,20260827,34,3,AYUDANTE 2,12.0,20260827-INMACULADA-XRD250U-001-A
958,20260827,34,3,PERFORISTA,12.0,20260827-INMACULADA-XRD250U-001-B
959,20260827,34,3,AYUDANTE 1,12.0,20260827-INMACULADA-XRD250U-001-B
960,20260827,34,3,AYUDANTE 2,12.0,20260827-INMACULADA-XRD250U-001-B
961,20260828,34,3,PERFORISTA,12.0,20260828-INMACULADA-XRD250U-001-A
962,20260828,34,3,AYUDANTE 1,12.0,20260828-INMACULADA-XRD250U-001-A
963,20260828,34,3,AYUDANTE 2,12.0,20260828-INMACULADA-XRD250U-001-A
964,20260828,34,3,PERFORISTA,12.0,20260828-INMACULADA-XRD250U-001-B
965,20260828,34,3,AYUDANTE 1,12.0,20260828-INMACULADA-XRD250U-001-B
966,20260828,34,3,AYUDANTE 2,12.0,20260828-INMACULADA-XRD250U-001-B
967,20260829,34,3,PERFORISTA,12.0,20260829-INMACULADA-XRD250U-001-A
968,20260829,34,3,AYUDANTE 1,12.0,20260829-INMACULADA-XRD250U-001-A
969,20260829,34,3,AYUDANTE 2,12.0,20260829-INMACULADA-XRD250U-001-A
970,20260829,34,3,PERFORISTA,12.0,20260829-INMACULADA-XRD250U-001-B
971,20260829,34,3,AYUDANTE 1,12.0,20260829-INMACULADA-XRD250U-001-B
972,20260829,34,3,AYUDANTE 2,12.0,20260829-INMACULADA-XRD250U-001-B
973,20260830,34,3,PERFORISTA,12.0,20260830-INMACULADA-XRD250U-001-A
974,20260830,34,3,AYUDANTE 1,12.0,20260830-INMACULADA-XRD250U-001-A
975,20260830,34,3,AYUDANTE 2,12.0,20260830-INMACULADA-XRD250U-001-A
976,20260830,34,3,PERFORISTA,12.0,20260830-INMACULADA-XRD250U-001-B
977,20260830,34,3,AYUDANTE 1,12.0,20260830-INMACULADA-XRD250U-001-B
978,20260830,34,3,AYUDANTE 2,12.0,20260830-INMACULADA-XRD250U-001-B
979,20260826,36,190,PERFORISTA,12.0,20260826-INMACULADA-XRD90U-012-A
980,20260826,36,87,AYUDANTE 1,12.0,20260826-INMACULADA-XRD90U-012-A
981,20260826,36,186,AYUDANTE 2,12.0,20260826-INMACULADA-XRD90U-012-A
982,20260826,36,129,PERFORISTA,12.0,20260826-INMACULADA-XRD90U-012-B
983,20260826,36,338,AYUDANTE 1,12.0,20260826-INMACULADA-XRD90U-012-B
984,20260826,36,21,AYUDANTE 2,12.0,20260826-INMACULADA-XRD90U-012-B
985,20260827,36,190,PERFORISTA,12.0,20260827-INMACULADA-XRD90U-012-A
986,20260827,36,87,AYUDANTE 1,12.0,20260827-INMACULADA-XRD90U-012-A
987,20260827,36,186,AYUDANTE 2,12.0,20260827-INMACULADA-XRD90U-012-A
988,20260827,36,3,PERFORISTA,12.0,20260827-INMACULADA-XRD90U-012-B
989,20260827,36,3,AYUDANTE 1,12.0,20260827-INMACULADA-XRD90U-012-B
990,20260827,36,3,AYUDANTE 2,12.0,20260827-INMACULADA-XRD90U-012-B
991,20260828,36,3,PERFORISTA,12.0,20260828-INMACULADA-XRD90U-012-A
992,20260828,36,3,AYUDANTE 1,12.0,20260828-INMACULADA-XRD90U-012-A
993,20260828,36,3,AYUDANTE 2,12.0,20260828-INMACULADA-XRD90U-012-A
994,20260828,36,3,PERFORISTA,12.0,20260828-INMACULADA-XRD90U-012-B
995,20260828,36,3,AYUDANTE 1,12.0,20260828-INMACULADA-XRD90U-012-B
996,20260828,36,3,AYUDANTE 2,12.0,20260828-INMACULADA-XRD90U-012-B
997,20260829,36,3,PERFORISTA,12.0,20260829-INMACULADA-XRD90U-012-A
998,20260829,36,3,AYUDANTE 1,12.0,20260829-INMACULADA-XRD90U-012-A
999,20260829,36,3,AYUDANTE 2,12.0,20260829-INMACULADA-XRD90U-012-A
1000,20260829,36,3,PERFORISTA,12.0,20260829-INMACULADA-XRD90U-012-B
1001,20260829,36,3,AYUDANTE 1,12.0,20260829-INMACULADA-XRD90U-012-B
1002,20260829,36,3,AYUDANTE 2,12.0,20260829-INMACULADA-XRD90U-012-B
1003,20260830,36,3,PERFORISTA,12.0,20260830-INMACULADA-XRD90U-012-A
1004,20260830,36,3,AYUDANTE 1,12.0,20260830-INMACULADA-XRD90U-012-A
1005,20260830,36,3,AYUDANTE 2,12.0,20260830-INMACULADA-XRD90U-012-A
1006,20260830,36,3,PERFORISTA,12.0,20260830-INMACULADA-XRD90U-012-B
1007,20260830,36,3,AYUDANTE 1,12.0,20260830-INMACULADA-XRD90U-012-B
1008,20260830,36,3,AYUDANTE 2,12.0,20260830-INMACULADA-XRD90U-012-B
1009,20260826,33,411,PERFORISTA,12.0,20260826-INMACULADA-XRD150USS-004-A
1010,20260826,33,93,AYUDANTE 1,12.0,20260826-INMACULADA-XRD150USS-004-A
1011,20260826,33,188,AYUDANTE 2,12.0,20260826-INMACULADA-XRD150USS-004-A
1012,20260826,33,398,PERFORISTA,12.0,20260826-INMACULADA-XRD150USS-004-B
1013,20260826,33,46,AYUDANTE 1,12.0,20260826-INMACULADA-XRD150USS-004-B
1014,20260826,33,185,AYUDANTE 2,12.0,20260826-INMACULADA-XRD150USS-004-B
1015,20260826,33,398,PERFORISTA,12.0,20260826-INMACULADA-XRD150USS-004-B
1016,20260826,33,46,AYUDANTE 1,12.0,20260826-INMACULADA-XRD150USS-004-B
1017,20260826,33,185,AYUDANTE 2,12.0,20260826-INMACULADA-XRD150USS-004-B
1018,20260827,33,411,PERFORISTA,12.0,20260827-INMACULADA-XRD150USS-004-A
1019,20260827,33,93,AYUDANTE 1,12.0,20260827-INMACULADA-XRD150USS-004-A
1020,20260827,33,188,AYUDANTE 2,12.0,20260827-INMACULADA-XRD150USS-004-A
1021,20260827,33,398,PERFORISTA,12.0,20260827-INMACULADA-XRD150USS-004-B
1022,20260827,33,46,AYUDANTE 1,12.0,20260827-INMACULADA-XRD150USS-004-B
1023,20260827,33,185,AYUDANTE 2,12.0,20260827-INMACULADA-XRD150USS-004-B
1024,20260827,33,398,PERFORISTA,12.0,20260827-INMACULADA-XRD150USS-004-B
1025,20260827,33,46,AYUDANTE 1,12.0,20260827-INMACULADA-XRD150USS-004-B
1026,20260827,33,185,AYUDANTE 2,12.0,20260827-INMACULADA-XRD150USS-004-B
1027,20260828,33,398,PERFORISTA,12.0,20260828-INMACULADA-XRD150USS-004-A
1028,20260828,33,46,AYUDANTE 1,12.0,20260828-INMACULADA-XRD150USS-004-A
1029,20260828,33,185,AYUDANTE 2,12.0,20260828-INMACULADA-XRD150USS-004-A
1030,20260828,33,279,PERFORISTA,12.0,20260828-INMACULADA-XRD150USS-004-B
1031,20260828,33,180,AYUDANTE 1,12.0,20260828-INMACULADA-XRD150USS-004-B
1032,20260828,33,127,AYUDANTE 2,12.0,20260828-INMACULADA-XRD150USS-004-B
1033,20260828,33,279,PERFORISTA,12.0,20260828-INMACULADA-XRD150USS-004-B
1034,20260828,33,180,AYUDANTE 1,12.0,20260828-INMACULADA-XRD150USS-004-B
1035,20260828,33,127,AYUDANTE 2,12.0,20260828-INMACULADA-XRD150USS-004-B
1036,20260829,33,398,PERFORISTA,12.0,20260829-INMACULADA-XRD150USS-004-A
1037,20260829,33,46,AYUDANTE 1,12.0,20260829-INMACULADA-XRD150USS-004-A
1038,20260829,33,185,AYUDANTE 2,12.0,20260829-INMACULADA-XRD150USS-004-A
1039,20260829,33,279,PERFORISTA,12.0,20260829-INMACULADA-XRD150USS-004-B
1040,20260829,33,180,AYUDANTE 1,12.0,20260829-INMACULADA-XRD150USS-004-B
1041,20260829,33,127,AYUDANTE 2,12.0,20260829-INMACULADA-XRD150USS-004-B
1042,20260830,33,381,PERFORISTA,12.0,20260830-INMACULADA-XRD150USS-004-A
1043,20260830,33,246,AYUDANTE 1,12.0,20260830-INMACULADA-XRD150USS-004-A
1044,20260830,33,300,AYUDANTE 2,12.0,20260830-INMACULADA-XRD150USS-004-A
1045,20260830,33,279,PERFORISTA,12.0,20260830-INMACULADA-XRD150USS-004-B
1046,20260830,33,180,AYUDANTE 1,12.0,20260830-INMACULADA-XRD150USS-004-B
1047,20260830,33,127,AYUDANTE 2,12.0,20260830-INMACULADA-XRD150USS-004-B
1048,20260826,38,197,PERFORISTA,12.0,20260826-LA ESTRELLA-XRD150U-004-A
1049,20260826,38,36,AYUDANTE 1,12.0,20260826-LA ESTRELLA-XRD150U-004-A
1050,20260826,38,228,AYUDANTE 2,12.0,20260826-LA ESTRELLA-XRD150U-004-A
1051,20260826,38,31,PERFORISTA,12.0,20260826-LA ESTRELLA-XRD150U-004-B
1052,20260826,38,118,AYUDANTE 1,12.0,20260826-LA ESTRELLA-XRD150U-004-B
1053,20260826,38,11,AYUDANTE 2,12.0,20260826-LA ESTRELLA-XRD150U-004-B
1054,20260827,38,197,PERFORISTA,12.0,20260827-LA ESTRELLA-XRD150U-004-A
1055,20260827,38,36,AYUDANTE 1,12.0,20260827-LA ESTRELLA-XRD150U-004-A
1056,20260827,38,228,AYUDANTE 2,12.0,20260827-LA ESTRELLA-XRD150U-004-A
1057,20260827,38,31,PERFORISTA,12.0,20260827-LA ESTRELLA-XRD150U-004-B
1058,20260827,38,118,AYUDANTE 1,12.0,20260827-LA ESTRELLA-XRD150U-004-B
1059,20260827,38,11,AYUDANTE 2,12.0,20260827-LA ESTRELLA-XRD150U-004-B
1060,20260828,38,197,PERFORISTA,12.0,20260828-LA ESTRELLA-XRD150U-004-A
1061,20260828,38,36,AYUDANTE 1,12.0,20260828-LA ESTRELLA-XRD150U-004-A
1062,20260828,38,228,AYUDANTE 2,12.0,20260828-LA ESTRELLA-XRD150U-004-A
1063,20260828,38,31,PERFORISTA,12.0,20260828-LA ESTRELLA-XRD150U-004-B
1064,20260828,38,118,AYUDANTE 1,12.0,20260828-LA ESTRELLA-XRD150U-004-B
1065,20260828,38,11,AYUDANTE 2,12.0,20260828-LA ESTRELLA-XRD150U-004-B
1066,20260829,38,197,PERFORISTA,12.0,20260829-LA ESTRELLA-XRD150U-004-A
1067,20260829,38,36,AYUDANTE 1,12.0,20260829-LA ESTRELLA-XRD150U-004-A
1068,20260829,38,228,AYUDANTE 2,12.0,20260829-LA ESTRELLA-XRD150U-004-A
1069,20260829,38,31,PERFORISTA,12.0,20260829-LA ESTRELLA-XRD150U-004-B
1070,20260829,38,118,AYUDANTE 1,12.0,20260829-LA ESTRELLA-XRD150U-004-B
1071,20260829,38,11,AYUDANTE 2,12.0,20260829-LA ESTRELLA-XRD150U-004-B
1072,20260830,38,197,PERFORISTA,12.0,20260830-LA ESTRELLA-XRD150U-004-A
1073,20260830,38,36,AYUDANTE 1,12.0,20260830-LA ESTRELLA-XRD150U-004-A
1074,20260830,38,228,AYUDANTE 2,12.0,20260830-LA ESTRELLA-XRD150U-004-A
1075,20260830,38,31,PERFORISTA,12.0,20260830-LA ESTRELLA-XRD150U-004-B
1076,20260830,38,118,AYUDANTE 1,12.0,20260830-LA ESTRELLA-XRD150U-004-B
1077,20260830,38,11,AYUDANTE 2,12.0,20260830-LA ESTRELLA-XRD150U-004-B
1078,20260826,39,257,PERFORISTA,12.0,20260826-LA ESTRELLA-XRD150U-006-A
1079,20260826,39,159,AYUDANTE 1,12.0,20260826-LA ESTRELLA-XRD150U-006-A
1080,20260826,39,173,AYUDANTE 2,12.0,20260826-LA ESTRELLA-XRD150U-006-A
1081,20260826,39,385,PERFORISTA,12.0,20260826-LA ESTRELLA-XRD150U-006-B
1082,20260826,39,343,AYUDANTE 1,12.0,20260826-LA ESTRELLA-XRD150U-006-B
1083,20260826,39,136,AYUDANTE 2,12.0,20260826-LA ESTRELLA-XRD150U-006-B
1084,20260827,39,257,PERFORISTA,12.0,20260827-LA ESTRELLA-XRD150U-006-A
1085,20260827,39,159,AYUDANTE 1,12.0,20260827-LA ESTRELLA-XRD150U-006-A
1086,20260827,39,173,AYUDANTE 2,12.0,20260827-LA ESTRELLA-XRD150U-006-A
1087,20260827,39,385,PERFORISTA,12.0,20260827-LA ESTRELLA-XRD150U-006-B
1088,20260827,39,343,AYUDANTE 1,12.0,20260827-LA ESTRELLA-XRD150U-006-B
1089,20260827,39,136,AYUDANTE 2,12.0,20260827-LA ESTRELLA-XRD150U-006-B
1090,20260828,39,257,PERFORISTA,12.0,20260828-LA ESTRELLA-XRD150U-006-A
1091,20260828,39,159,AYUDANTE 1,12.0,20260828-LA ESTRELLA-XRD150U-006-A
1092,20260828,39,342,AYUDANTE 2,12.0,20260828-LA ESTRELLA-XRD150U-006-A
1093,20260828,39,385,PERFORISTA,12.0,20260828-LA ESTRELLA-XRD150U-006-B
1094,20260828,39,3,AYUDANTE 1,12.0,20260828-LA ESTRELLA-XRD150U-006-B
1095,20260828,39,174,AYUDANTE 2,12.0,20260828-LA ESTRELLA-XRD150U-006-B
1096,20260829,39,257,PERFORISTA,12.0,20260829-LA ESTRELLA-XRD150U-006-A
1097,20260829,39,159,AYUDANTE 1,12.0,20260829-LA ESTRELLA-XRD150U-006-A
1098,20260829,39,342,AYUDANTE 2,12.0,20260829-LA ESTRELLA-XRD150U-006-A
1099,20260829,39,385,PERFORISTA,12.0,20260829-LA ESTRELLA-XRD150U-006-B
1100,20260829,39,3,AYUDANTE 1,12.0,20260829-LA ESTRELLA-XRD150U-006-B
1101,20260829,39,174,AYUDANTE 2,12.0,20260829-LA ESTRELLA-XRD150U-006-B
1102,20260830,39,257,PERFORISTA,12.0,20260830-LA ESTRELLA-XRD150U-006-A
1103,20260830,39,159,AYUDANTE 1,12.0,20260830-LA ESTRELLA-XRD150U-006-A
1104,20260830,39,342,AYUDANTE 2,12.0,20260830-LA ESTRELLA-XRD150U-006-A
1105,20260830,39,385,PERFORISTA,12.0,20260830-LA ESTRELLA-XRD150U-006-B
1106,20260830,39,3,AYUDANTE 1,12.0,20260830-LA ESTRELLA-XRD150U-006-B
1107,20260830,39,174,AYUDANTE 2,12.0,20260830-LA ESTRELLA-XRD150U-006-B
1108,20260826,42,294,PERFORISTA,12.0,20260826-MOROCOCHA-XRD90USS-005-A
1109,20260826,42,302,AYUDANTE 1,12.0,20260826-MOROCOCHA-XRD90USS-005-A
1110,20260826,42,392,AYUDANTE 2,12.0,20260826-MOROCOCHA-XRD90USS-005-A
1111,20260826,42,167,PERFORISTA,12.0,20260826-MOROCOCHA-XRD90USS-005-B
1112,20260826,42,156,AYUDANTE 1,12.0,20260826-MOROCOCHA-XRD90USS-005-B
1113,20260826,42,225,AYUDANTE 2,12.0,20260826-MOROCOCHA-XRD90USS-005-B
1114,20260827,42,294,PERFORISTA,12.0,20260827-MOROCOCHA-XRD90USS-005-A
1115,20260827,42,302,AYUDANTE 1,12.0,20260827-MOROCOCHA-XRD90USS-005-A
1116,20260827,42,392,AYUDANTE 2,12.0,20260827-MOROCOCHA-XRD90USS-005-A
1117,20260827,42,136,PERFORISTA,12.0,20260827-MOROCOCHA-XRD90USS-005-B
1118,20260827,42,136,AYUDANTE 1,12.0,20260827-MOROCOCHA-XRD90USS-005-B
1119,20260827,42,136,AYUDANTE 2,12.0,20260827-MOROCOCHA-XRD90USS-005-B
1120,20260828,42,120,PERFORISTA,12.0,20260828-MOROCOCHA-XRD90USS-005-B
1121,20260828,42,309,AYUDANTE 1,12.0,20260828-MOROCOCHA-XRD90USS-005-B
1122,20260828,42,83,AYUDANTE 2,12.0,20260828-MOROCOCHA-XRD90USS-005-B
1123,20260828,42,136,PERFORISTA,12.0,20260828-MOROCOCHA-XRD90USS-005-B
1124,20260828,42,136,AYUDANTE 1,12.0,20260828-MOROCOCHA-XRD90USS-005-B
1125,20260828,42,136,AYUDANTE 2,12.0,20260828-MOROCOCHA-XRD90USS-005-B
1126,20260829,42,161,PERFORISTA,12.0,20260829-MOROCOCHA-XRD90USS-005-A
1127,20260829,42,309,AYUDANTE 1,12.0,20260829-MOROCOCHA-XRD90USS-005-A
1128,20260829,42,83,AYUDANTE 2,12.0,20260829-MOROCOCHA-XRD90USS-005-A
1129,20260830,42,161,PERFORISTA,12.0,20260830-MOROCOCHA-XRD90USS-005-A
1130,20260830,42,309,AYUDANTE 1,12.0,20260830-MOROCOCHA-XRD90USS-005-A
1131,20260830,42,83,AYUDANTE 2,12.0,20260830-MOROCOCHA-XRD90USS-005-A
1132,20260826,40,136,PERFORISTA,12.0,20260826-MOROCOCHA-XRD150USS-002-A
1133,20260826,40,136,AYUDANTE 1,12.0,20260826-MOROCOCHA-XRD150USS-002-A
1134,20260826,40,136,AYUDANTE 2,12.0,20260826-MOROCOCHA-XRD150USS-002-A
1135,20260826,40,52,PERFORISTA,12.0,20260826-MOROCOCHA-XRD150USS-002-B
1136,20260826,40,216,AYUDANTE 1,12.0,20260826-MOROCOCHA-XRD150USS-002-B
1137,20260826,40,199,AYUDANTE 2,12.0,20260826-MOROCOCHA-XRD150USS-002-B
1138,20260827,40,136,PERFORISTA,12.0,20260827-MOROCOCHA-XRD150USS-002-A
1139,20260827,40,136,AYUDANTE 1,12.0,20260827-MOROCOCHA-XRD150USS-002-A
1140,20260827,40,136,AYUDANTE 2,12.0,20260827-MOROCOCHA-XRD150USS-002-A
1141,20260827,40,52,PERFORISTA,12.0,20260827-MOROCOCHA-XRD150USS-002-B
1142,20260827,40,216,AYUDANTE 1,12.0,20260827-MOROCOCHA-XRD150USS-002-B
1143,20260827,40,199,AYUDANTE 2,12.0,20260827-MOROCOCHA-XRD150USS-002-B
1144,20260828,40,136,PERFORISTA,12.0,20260828-MOROCOCHA-XRD150USS-002-A
1145,20260828,40,136,AYUDANTE 1,12.0,20260828-MOROCOCHA-XRD150USS-002-A
1146,20260828,40,136,AYUDANTE 2,12.0,20260828-MOROCOCHA-XRD150USS-002-A
1147,20260828,40,295,PERFORISTA,12.0,20260828-MOROCOCHA-XRD150USS-002-B
1148,20260828,40,303,AYUDANTE 1,12.0,20260828-MOROCOCHA-XRD150USS-002-B
1149,20260828,40,393,AYUDANTE 2,12.0,20260828-MOROCOCHA-XRD150USS-002-B
1150,20260829,40,136,PERFORISTA,12.0,20260829-MOROCOCHA-XRD150USS-002-A
1151,20260829,40,136,AYUDANTE 1,12.0,20260829-MOROCOCHA-XRD150USS-002-A
1152,20260829,40,136,AYUDANTE 2,12.0,20260829-MOROCOCHA-XRD150USS-002-A
1153,20260829,40,295,PERFORISTA,12.0,20260829-MOROCOCHA-XRD150USS-002-B
1154,20260829,40,303,AYUDANTE 1,12.0,20260829-MOROCOCHA-XRD150USS-002-B
1155,20260829,40,393,AYUDANTE 2,12.0,20260829-MOROCOCHA-XRD150USS-002-B
1156,20260830,40,295,PERFORISTA,12.0,20260830-MOROCOCHA-XRD150USS-002-B
1157,20260830,40,303,AYUDANTE 1,12.0,20260830-MOROCOCHA-XRD150USS-002-B
1158,20260830,40,393,AYUDANTE 2,12.0,20260830-MOROCOCHA-XRD150USS-002-B
1159,20260827,41,166,PERFORISTA,12.0,20260827-MOROCOCHA-XRD80USS-011-B
1160,20260827,41,156,AYUDANTE 1,12.0,20260827-MOROCOCHA-XRD80USS-011-B
1161,20260827,41,225,AYUDANTE 2,12.0,20260827-MOROCOCHA-XRD80USS-011-B
1162,20260828,41,161,PERFORISTA,12.0,20260828-MOROCOCHA-XRD80USS-011-A
1163,20260828,41,278,AYUDANTE 1,12.0,20260828-MOROCOCHA-XRD80USS-011-A
1164,20260828,41,390,AYUDANTE 2,12.0,20260828-MOROCOCHA-XRD80USS-011-A
1165,20260829,41,120,PERFORISTA,12.0,20260829-MOROCOCHA-XRD80USS-011-B
1166,20260829,41,105,AYUDANTE 1,12.0,20260829-MOROCOCHA-XRD80USS-011-B
1167,20260829,41,136,AYUDANTE 2,12.0,20260829-MOROCOCHA-XRD80USS-011-B
1168,20260830,41,120,PERFORISTA,12.0,20260830-MOROCOCHA-XRD80USS-011-B
1169,20260830,41,105,AYUDANTE 1,12.0,20260830-MOROCOCHA-XRD80USS-011-B
1170,20260830,41,136,AYUDANTE 2,12.0,20260830-MOROCOCHA-XRD80USS-011-B
1171,20260826,46,85,PERFORISTA,12.0,20260826-RAURA-XRD90USS-004-A
1172,20260826,46,101,AYUDANTE 1,12.0,20260826-RAURA-XRD90USS-004-A
1173,20260826,46,119,AYUDANTE 2,12.0,20260826-RAURA-XRD90USS-004-A
1174,20260826,46,215,PERFORISTA,12.0,20260826-RAURA-XRD90USS-004-B
1175,20260826,46,107,AYUDANTE 1,12.0,20260826-RAURA-XRD90USS-004-B
1176,20260826,46,30,AYUDANTE 2,12.0,20260826-RAURA-XRD90USS-004-B
1177,20260827,46,85,PERFORISTA,12.0,20260827-RAURA-XRD90USS-004-A
1178,20260827,46,101,AYUDANTE 1,12.0,20260827-RAURA-XRD90USS-004-A
1179,20260827,46,119,AYUDANTE 2,12.0,20260827-RAURA-XRD90USS-004-A
1180,20260827,46,215,PERFORISTA,12.0,20260827-RAURA-XRD90USS-004-B
1181,20260827,46,107,AYUDANTE 1,12.0,20260827-RAURA-XRD90USS-004-B
1182,20260827,46,30,AYUDANTE 2,12.0,20260827-RAURA-XRD90USS-004-B
1183,20260828,46,85,PERFORISTA,12.0,20260828-RAURA-XRD90USS-004-A
1184,20260828,46,101,AYUDANTE 1,12.0,20260828-RAURA-XRD90USS-004-A
