meta_id,calendario_sk,periodo_operativo_sort,mes_operativo_dt,contrato_sk,equipo_sk,tipo_maquina,meta_metraje_m,proyectado_m
124,20250201,202502,2025-02-01,17,80,MINA,850.0,0.0
125,20250201,202502,2025-02-01,17,81,MINA,850.0,0.0
126,20250201,202502,2025-02-01,7,31,MINA,900.0,0.0
127,20250201,202502,2025-02-01,7,33,MINA,900.0,0.0
128,20250201,202502,2025-02-01,7,26,MINA,900.0,0.0
129,20250201,202502,2025-02-01,7,25,MINA,900.0,0.0
130,20250201,202502,2025-02-01,2,5,SUPERFICIE,900.0,0.0
131,20250201,202502,2025-02-01,2,8,MINA,900.0,0.0
132,20250201,202502,2025-02-01,2,9,MINA,900.0,0.0
133,20250201,202502,2025-02-01,2,4,SUPERFICIE,900.0,0.0
134,20250201,202502,2025-02-01,10,51,MINA,1600.0,0.0
135,20250201,202502,2025-02-01,10,48,SUPERFICIE,750.0,0.0
136,20250201,202502,2025-02-01,10,45,MINA,900.0,0.0
137,20250201,202502,2025-02-01,14,68,MINA,1150.0,0.0
138,20250201,202502,2025-02-01,14,69,MINA,1150.0,0.0
139,20250201,202502,2025-02-01,14,67,MINA,1150.0,0.0
140,20250201,202502,2025-02-01,15,73,MINA,900.0,0.0
141,20250201,202502,2025-02-01,15,72,MINA,835.0,0.0
142,20250201,202502,2025-02-01,15,71,MINA,900.0,0.0
143,20250201,202502,2025-02-01,15,70,MINA,900.0,0.0
144,20250201,202502,2025-02-01,20,89,MINA,1150.0,0.0
145,20250201,202502,2025-02-01,20,90,MINA,1150.0,0.0
146,20250201,202502,2025-02-01,20,87,MINA,1150.0,0.0
147,20250401,202504,2025-04-01,4,18,MINA,750.0,0.0
148,20250401,202504,2025-04-01,4,19,MINA,750.0,0.0
149,20250401,202504,2025-04-01,4,17,MINA,750.0,0.0
150,20250401,202504,2025-04-01,4,15,MINA,750.0,0.0
151,20250401,202504,2025-04-01,4,21,MINA,750.0,0.0
152,20250401,202504,2025-04-01,4,22,MINA,750.0,0.0
153,20250301,202503,2025-03-01,1,2,MINA,1100.0,0.0
154,20250301,202503,2025-03-01,1,3,MINA,1100.0,0.0
155,20250301,202503,2025-03-01,13,65,MINA,850.0,0.0
156,20250301,202503,2025-03-01,13,64,MINA,850.0,0.0
157,20250301,202503,2025-03-01,8,40,MINA,1050.0,0.0
158,20250301,202503,2025-03-01,8,43,MINA,1050.0,0.0
159,20250301,202503,2025-03-01,8,42,MINA,1050.0,0.0
160,20250301,202503,2025-03-01,8,41,MINA,1050.0,0.0
161,20250301,202503,2025-03-01,8,34,MINA,1050.0,0.0
162,20250301,202503,2025-03-01,11,52,SUPERFICIE,760.0,0.0
163,20250301,202503,2025-03-01,9,44,MINA,1050.0,0.0
164,20250301,202503,2025-03-01,16,74,SUPERFICIE,900.0,0.0
165,20250301,202503,2025-03-01,16,76,MINA,900.0,0.0
