hora_evento_id,calendario_sk,contrato_sk,equipo_sk,actividad_sk,turno_guardia,horas_reportadas,es_cobrable,categoria_disponibilidad,id_clave_unica
1328,20260827,10,47,47,B,1.0,False,Stand By Inoperativo,20260827-CONDESTABLE-XLM75UFDR-004-B
1329,20260827,10,47,48,B,0.5,False,Stand By Inoperativo,20260827-CONDESTABLE-XLM75UFDR-004-B
1330,20260827,10,47,50,B,0.5,False,Stand By Inoperativo,20260827-CONDESTABLE-XLM75UFDR-004-B
1331,20260827,10,47,52,B,1.0,False,Stand By Inoperativo,20260827-CONDESTABLE-XLM75UFDR-004-B
1332,20260827,10,47,55,B,1.0,False,Stand By Inoperativo,20260827-CONDESTABLE-XLM75UFDR-004-B
1333,20260827,10,47,58,B,2.0,False,Stand By Inoperativo,20260827-CONDESTABLE-XLM75UFDR-004-B
1334,20260827,10,47,59,B,1.0,False,Stand By Inoperativo,20260827-CONDESTABLE-XLM75UFDR-004-B
1335,20260828,10,47,1,A,5.0,True,Tiempo Efectivo - Operativo,20260828-CONDESTABLE-XLM75UFDR-004-A
1336,20260828,10,47,7,A,0.5,True,Stand By Operativo,20260828-CONDESTABLE-XLM75UFDR-004-A
1337,20260828,10,47,8,A,0.5,True,Stand By Operativo,20260828-CONDESTABLE-XLM75UFDR-004-A
1338,20260828,10,47,9,A,0.5,True,Stand By Operativo,20260828-CONDESTABLE-XLM75UFDR-004-A
1339,20260828,10,47,46,A,1.0,False,Stand By Inoperativo,20260828-CONDESTABLE-XLM75UFDR-004-A
1340,20260828,10,47,47,A,1.5,False,Stand By Inoperativo,20260828-CONDESTABLE-XLM75UFDR-004-A
1341,20260828,10,47,58,A,2.0,False,Stand By Inoperativo,20260828-CONDESTABLE-XLM75UFDR-004-A
1342,20260828,10,47,59,A,1.0,False,Stand By Inoperativo,20260828-CONDESTABLE-XLM75UFDR-004-A
1343,20260828,10,47,1,B,5.0,True,Tiempo Efectivo - Operativo,20260828-CONDESTABLE-XLM75UFDR-004-B
1344,20260828,10,47,7,B,0.5,True,Stand By Operativo,20260828-CONDESTABLE-XLM75UFDR-004-B
1345,20260828,10,47,9,B,0.5,True,Stand By Operativo,20260828-CONDESTABLE-XLM75UFDR-004-B
1346,20260828,10,47,47,B,1.5,False,Stand By Inoperativo,20260828-CONDESTABLE-XLM75UFDR-004-B
1347,20260828,10,47,48,B,0.5,False,Stand By Inoperativo,20260828-CONDESTABLE-XLM75UFDR-004-B
1348,20260828,10,47,55,B,1.0,False,Stand By Inoperativo,20260828-CONDESTABLE-XLM75UFDR-004-B
1349,20260828,10,47,58,B,2.0,False,Stand By Inoperativo,20260828-CONDESTABLE-XLM75UFDR-004-B
1350,20260828,10,47,59,B,1.0,False,Stand By Inoperativo,20260828-CONDESTABLE-XLM75UFDR-004-B
1351,20260829,10,47,1,A,5.0,True,Tiempo Efectivo - Operativo,20260829-CONDESTABLE-XLM75UFDR-004-A
1352,20260829,10,47,7,A,0.5,True,Stand By Operativo,20260829-CONDESTABLE-XLM75UFDR-004-A
1353,20260829,10,47,8,A,0.5,True,Stand By Operativo,20260829-CONDESTABLE-XLM75UFDR-004-A
1354,20260829,10,47,9,A,1.5,True,Stand By Operativo,20260829-CONDESTABLE-XLM75UFDR-004-A
1355,20260829,10,47,47,A,1.5,False,Stand By Inoperativo,20260829-CONDESTABLE-XLM75UFDR-004-A
1356,20260829,10,47,58,A,2.0,False,Stand By Inoperativo,20260829-CONDESTABLE-XLM75UFDR-004-A
1357,20260829,10,47,59,A,1.0,False,Stand By Inoperativo,20260829-CONDESTABLE-XLM75UFDR-004-A
1358,20260829,10,47,1,B,3.0,True,Tiempo Efectivo - Operativo,20260829-CONDESTABLE-XLM75UFDR-004-B
1359,20260829,10,47,5,B,0.5,False,Mantenimiento,20260829-CONDESTABLE-XLM75UFDR-004-B
1360,20260829,10,47,7,B,0.5,True,Stand By Operativo,20260829-CONDESTABLE-XLM75UFDR-004-B
1361,20260829,10,47,8,B,0.5,True,Stand By Operativo,20260829-CONDESTABLE-XLM75UFDR-004-B
1362,20260829,10,47,9,B,1.0,True,Stand By Operativo,20260829-CONDESTABLE-XLM75UFDR-004-B
1363,20260829,10,47,46,B,0.5,False,Stand By Inoperativo,20260829-CONDESTABLE-XLM75UFDR-004-B
1364,20260829,10,47,47,B,1.5,False,Stand By Inoperativo,20260829-CONDESTABLE-XLM75UFDR-004-B
1365,20260829,10,47,48,B,0.5,False,Stand By Inoperativo,20260829-CONDESTABLE-XLM75UFDR-004-B
1366,20260829,10,47,55,B,1.0,False,Stand By Inoperativo,20260829-CONDESTABLE-XLM75UFDR-004-B
1367,20260829,10,47,58,B,2.0,False,Stand By Inoperativo,20260829-CONDESTABLE-XLM75UFDR-004-B
1368,20260829,10,47,59,B,1.0,False,Stand By Inoperativo,20260829-CONDESTABLE-XLM75UFDR-004-B
1369,20260830,10,47,1,A,4.5,True,Tiempo Efectivo - Operativo,20260830-CONDESTABLE-XLM75UFDR-004-A
1370,20260830,10,47,7,A,0.5,True,Stand By Operativo,20260830-CONDESTABLE-XLM75UFDR-004-A
1371,20260830,10,47,8,A,0.5,True,Stand By Operativo,20260830-CONDESTABLE-XLM75UFDR-004-A
1372,20260830,10,47,9,A,0.5,True,Stand By Operativo,20260830-CONDESTABLE-XLM75UFDR-004-A
1373,20260830,10,47,46,A,1.0,False,Stand By Inoperativo,20260830-CONDESTABLE-XLM75UFDR-004-A
1374,20260830,10,47,47,A,1.5,False,Stand By Inoperativo,20260830-CONDESTABLE-XLM75UFDR-004-A
1375,20260830,10,47,48,A,0.5,False,Stand By Inoperativo,20260830-CONDESTABLE-XLM75UFDR-004-A
1376,20260830,10,47,58,A,2.0,False,Stand By Inoperativo,20260830-CONDESTABLE-XLM75UFDR-004-A
1377,20260830,10,47,59,A,1.0,False,Stand By Inoperativo,20260830-CONDESTABLE-XLM75UFDR-004-A
1378,20260830,10,47,1,B,2.0,True,Tiempo Efectivo - Operativo,20260830-CONDESTABLE-XLM75UFDR-004-B
1379,20260830,10,47,5,B,0.5,False,Mantenimiento,20260830-CONDESTABLE-XLM75UFDR-004-B
1380,20260830,10,47,7,B,0.5,True,Stand By Operativo,20260830-CONDESTABLE-XLM75UFDR-004-B
1381,20260830,10,47,8,B,0.5,True,Stand By Operativo,20260830-CONDESTABLE-XLM75UFDR-004-B
1382,20260830,10,47,9,B,1.0,True,Stand By Operativo,20260830-CONDESTABLE-XLM75UFDR-004-B
1383,20260830,10,47,47,B,1.0,False,Stand By Inoperativo,20260830-CONDESTABLE-XLM75UFDR-004-B
1384,20260830,10,47,48,B,0.5,False,Stand By Inoperativo,20260830-CONDESTABLE-XLM75UFDR-004-B
1385,20260830,10,47,55,B,2.0,False,Stand By Inoperativo,20260830-CONDESTABLE-XLM75UFDR-004-B
1386,20260830,10,47,56,B,1.0,False,Stand By Inoperativo,20260830-CONDESTABLE-XLM75UFDR-004-B
1387,20260830,10,47,58,B,2.0,False,Stand By Inoperativo,20260830-CONDESTABLE-XLM75UFDR-004-B
1388,20260830,10,47,59,B,1.0,False,Stand By Inoperativo,20260830-CONDESTABLE-XLM75UFDR-004-B
1389,20260831,10,47,1,A,5.0,True,Tiempo Efectivo - Operativo,20260831-CONDESTABLE-XLM75UFDR-004-A
1390,20260831,10,47,6,A,2.5,False,Mantenimiento,20260831-CONDESTABLE-XLM75UFDR-004-A
1391,20260831,10,47,7,A,0.5,True,Stand By Operativo,20260831-CONDESTABLE-XLM75UFDR-004-A
1392,20260831,10,47,8,A,0.5,True,Stand By Operativo,20260831-CONDESTABLE-XLM75UFDR-004-A
1393,20260831,10,47,9,A,0.5,True,Stand By Operativo,20260831-CONDESTABLE-XLM75UFDR-004-A
1394,20260831,10,47,58,A,2.0,False,Stand By Inoperativo,20260831-CONDESTABLE-XLM75UFDR-004-A
1395,20260831,10,47,59,A,1.0,False,Stand By Inoperativo,20260831-CONDESTABLE-XLM75UFDR-004-A
1396,20260831,10,47,1,B,4.0,True,Tiempo Efectivo - Operativo,20260831-CONDESTABLE-XLM75UFDR-004-B
1397,20260831,10,47,5,B,0.5,False,Mantenimiento,20260831-CONDESTABLE-XLM75UFDR-004-B
1398,20260831,10,47,7,B,0.5,True,Stand By Operativo,20260831-CONDESTABLE-XLM75UFDR-004-B
1399,20260831,10,47,8,B,0.5,True,Stand By Operativo,20260831-CONDESTABLE-XLM75UFDR-004-B
1400,20260831,10,47,9,B,1.0,True,Stand By Operativo,20260831-CONDESTABLE-XLM75UFDR-004-B
1401,20260831,10,47,47,B,1.0,False,Stand By Inoperativo,20260831-CONDESTABLE-XLM75UFDR-004-B
1402,20260831,10,47,48,B,0.5,False,Stand By Inoperativo,20260831-CONDESTABLE-XLM75UFDR-004-B
1403,20260831,10,47,55,B,1.0,False,Stand By Inoperativo,20260831-CONDESTABLE-XLM75UFDR-004-B
1404,20260831,10,47,58,B,2.0,False,Stand By Inoperativo,20260831-CONDESTABLE-XLM75UFDR-004-B
1405,20260831,10,47,59,B,1.0,False,Stand By Inoperativo,20260831-CONDESTABLE-XLM75UFDR-004-B
1406,20260826,10,50,46,A,1.5,False,Stand By Inoperativo,20260826-CONDESTABLE-XRD150USS-003-A
1407,20260826,10,50,47,A,0.5,False,Stand By Inoperativo,20260826-CONDESTABLE-XRD150USS-003-A
1408,20260826,10,50,50,A,3.0,False,Stand By Inoperativo,20260826-CONDESTABLE-XRD150USS-003-A
1409,20260826,10,50,51,A,0.5,False,Stand By Inoperativo,20260826-CONDESTABLE-XRD150USS-003-A
1410,20260826,10,50,52,A,1.0,False,Stand By Inoperativo,20260826-CONDESTABLE-XRD150USS-003-A
1411,20260826,10,50,53,A,2.0,False,Stand By Inoperativo,20260826-CONDESTABLE-XRD150USS-003-A
1412,20260826,10,50,55,A,0.5,False,Stand By Inoperativo,20260826-CONDESTABLE-XRD150USS-003-A
1413,20260826,10,50,58,A,2.0,False,Stand By Inoperativo,20260826-CONDESTABLE-XRD150USS-003-A
1414,20260826,10,50,59,A,1.0,False,Stand By Inoperativo,20260826-CONDESTABLE-XRD150USS-003-A
1415,20260826,10,50,47,B,1.0,False,Stand By Inoperativo,20260826-CONDESTABLE-XRD150USS-003-B
1416,20260826,10,50,50,B,4.0,False,Stand By Inoperativo,20260826-CONDESTABLE-XRD150USS-003-B
1417,20260826,10,50,53,B,3.0,False,Stand By Inoperativo,20260826-CONDESTABLE-XRD150USS-003-B
1418,20260826,10,50,55,B,1.0,False,Stand By Inoperativo,20260826-CONDESTABLE-XRD150USS-003-B
1419,20260826,10,50,58,B,2.0,False,Stand By Inoperativo,20260826-CONDESTABLE-XRD150USS-003-B
1420,20260826,10,50,59,B,1.0,False,Stand By Inoperativo,20260826-CONDESTABLE-XRD150USS-003-B
1421,20260827,10,50,1,A,1.5,True,Tiempo Efectivo - Operativo,20260827-CONDESTABLE-XRD150USS-003-A
1422,20260827,10,50,20,A,3.0,True,Stand By Operativo,20260827-CONDESTABLE-XRD150USS-003-A
1423,20260827,10,50,46,A,1.0,False,Stand By Inoperativo,20260827-CONDESTABLE-XRD150USS-003-A
1424,20260827,10,50,47,A,1.0,False,Stand By Inoperativo,20260827-CONDESTABLE-XRD150USS-003-A
1425,20260827,10,50,48,A,0.5,False,Stand By Inoperativo,20260827-CONDESTABLE-XRD150USS-003-A
1426,20260827,10,50,50,A,1.5,False,Stand By Inoperativo,20260827-CONDESTABLE-XRD150USS-003-A
1427,20260827,10,50,55,A,0.5,False,Stand By Inoperativo,20260827-CONDESTABLE-XRD150USS-003-A
1428,20260827,10,50,58,A,2.0,False,Stand By Inoperativo,20260827-CONDESTABLE-XRD150USS-003-A
1429,20260827,10,50,59,A,1.0,False,Stand By Inoperativo,20260827-CONDESTABLE-XRD150USS-003-A
1430,20260827,10,50,1,B,6.0,True,Tiempo Efectivo - Operativo,20260827-CONDESTABLE-XRD150USS-003-B
1431,20260827,10,50,7,B,0.5,True,Stand By Operativo,20260827-CONDESTABLE-XRD150USS-003-B
1432,20260827,10,50,8,B,0.5,True,Stand By Operativo,20260827-CONDESTABLE-XRD150USS-003-B
1433,20260827,10,50,9,B,0.5,True,Stand By Operativo,20260827-CONDESTABLE-XRD150USS-003-B
1434,20260827,10,50,47,B,0.5,False,Stand By Inoperativo,20260827-CONDESTABLE-XRD150USS-003-B
1435,20260827,10,50,48,B,0.5,False,Stand By Inoperativo,20260827-CONDESTABLE-XRD150USS-003-B
1436,20260827,10,50,55,B,0.5,False,Stand By Inoperativo,20260827-CONDESTABLE-XRD150USS-003-B
1437,20260827,10,50,58,B,2.0,False,Stand By Inoperativo,20260827-CONDESTABLE-XRD150USS-003-B
1438,20260827,10,50,59,B,1.0,False,Stand By Inoperativo,20260827-CONDESTABLE-XRD150USS-003-B
1439,20260828,10,50,1,A,4.0,True,Tiempo Efectivo - Operativo,20260828-CONDESTABLE-XRD150USS-003-A
1440,20260828,10,50,47,A,0.5,False,Stand By Inoperativo,20260828-CONDESTABLE-XRD150USS-003-A
1441,20260828,10,50,48,A,0.5,False,Stand By Inoperativo,20260828-CONDESTABLE-XRD150USS-003-A
1442,20260828,10,50,55,A,0.5,False,Stand By Inoperativo,20260828-CONDESTABLE-XRD150USS-003-A
1443,20260828,10,50,58,A,2.0,False,Stand By Inoperativo,20260828-CONDESTABLE-XRD150USS-003-A
1444,20260828,10,50,59,A,1.0,False,Stand By Inoperativo,20260828-CONDESTABLE-XRD150USS-003-A
1445,20260828,10,50,82,A,3.5,True,Stand By Cliente,20260828-CONDESTABLE-XRD150USS-003-A
1446,20260828,10,50,1,B,5.0,True,Tiempo Efectivo - Operativo,20260828-CONDESTABLE-XRD150USS-003-B
1447,20260828,10,50,7,B,0.5,True,Stand By Operativo,20260828-CONDESTABLE-XRD150USS-003-B
1448,20260828,10,50,8,B,0.5,True,Stand By Operativo,20260828-CONDESTABLE-XRD150USS-003-B
1449,20260828,10,50,9,B,1.0,True,Stand By Operativo,20260828-CONDESTABLE-XRD150USS-003-B
1450,20260828,10,50,47,B,0.5,False,Stand By Inoperativo,20260828-CONDESTABLE-XRD150USS-003-B
1451,20260828,10,50,48,B,0.5,False,Stand By Inoperativo,20260828-CONDESTABLE-XRD150USS-003-B
1452,20260828,10,50,51,B,0.5,False,Stand By Inoperativo,20260828-CONDESTABLE-XRD150USS-003-B
1453,20260828,10,50,55,B,0.5,False,Stand By Inoperativo,20260828-CONDESTABLE-XRD150USS-003-B
1454,20260828,10,50,58,B,2.0,False,Stand By Inoperativo,20260828-CONDESTABLE-XRD150USS-003-B
1455,20260828,10,50,59,B,1.0,False,Stand By Inoperativo,20260828-CONDESTABLE-XRD150USS-003-B
1456,20260829,10,50,1,A,4.0,True,Tiempo Efectivo - Operativo,20260829-CONDESTABLE-XRD150USS-003-A
1457,20260829,10,50,5,A,0.5,False,Mantenimiento,20260829-CONDESTABLE-XRD150USS-003-A
1458,20260829,10,50,7,A,0.5,True,Stand By Operativo,20260829-CONDESTABLE-XRD150USS-003-A
1459,20260829,10,50,8,A,0.5,True,Stand By Operativo,20260829-CONDESTABLE-XRD150USS-003-A
1460,20260829,10,50,9,A,0.5,True,Stand By Operativo,20260829-CONDESTABLE-XRD150USS-003-A
1461,20260829,10,50,47,A,0.5,False,Stand By Inoperativo,20260829-CONDESTABLE-XRD150USS-003-A
1462,20260829,10,50,48,A,0.5,False,Stand By Inoperativo,20260829-CONDESTABLE-XRD150USS-003-A
1463,20260829,10,50,55,A,0.5,False,Stand By Inoperativo,20260829-CONDESTABLE-XRD150USS-003-A
1464,20260829,10,50,58,A,2.0,False,Stand By Inoperativo,20260829-CONDESTABLE-XRD150USS-003-A
1465,20260829,10,50,59,A,1.0,False,Stand By Inoperativo,20260829-CONDESTABLE-XRD150USS-003-A
1466,20260829,10,50,69,A,0.5,True,Stand By Cliente,20260829-CONDESTABLE-XRD150USS-003-A
1467,20260829,10,50,87,A,1.0,True,Stand By Cliente,20260829-CONDESTABLE-XRD150USS-003-A
1468,20260829,10,50,1,B,5.0,True,Tiempo Efectivo - Operativo,20260829-CONDESTABLE-XRD150USS-003-B
1469,20260829,10,50,7,B,0.5,True,Stand By Operativo,20260829-CONDESTABLE-XRD150USS-003-B
1470,20260829,10,50,8,B,0.5,True,Stand By Operativo,20260829-CONDESTABLE-XRD150USS-003-B
1471,20260829,10,50,9,B,0.5,True,Stand By Operativo,20260829-CONDESTABLE-XRD150USS-003-B
1472,20260829,10,50,47,B,0.5,False,Stand By Inoperativo,20260829-CONDESTABLE-XRD150USS-003-B
1473,20260829,10,50,48,B,0.5,False,Stand By Inoperativo,20260829-CONDESTABLE-XRD150USS-003-B
1474,20260829,10,50,53,B,1.0,False,Stand By Inoperativo,20260829-CONDESTABLE-XRD150USS-003-B
1475,20260829,10,50,55,B,0.5,False,Stand By Inoperativo,20260829-CONDESTABLE-XRD150USS-003-B
1476,20260829,10,50,58,B,2.0,False,Stand By Inoperativo,20260829-CONDESTABLE-XRD150USS-003-B
1477,20260829,10,50,59,B,1.0,False,Stand By Inoperativo,20260829-CONDESTABLE-XRD150USS-003-B
1478,20260830,10,50,1,A,5.0,True,Tiempo Efectivo - Operativo,20260830-CONDESTABLE-XRD150USS-003-A
1479,20260830,10,50,5,A,1.0,False,Mantenimiento,20260830-CONDESTABLE-XRD150USS-003-A
1480,20260830,10,50,8,A,1.0,True,Stand By Operativo,20260830-CONDESTABLE-XRD150USS-003-A
1481,20260830,10,50,9,A,1.0,True,Stand By Operativo,20260830-CONDESTABLE-XRD150USS-003-A
1482,20260830,10,50,48,A,0.5,False,Stand By Inoperativo,20260830-CONDESTABLE-XRD150USS-003-A
1483,20260830,10,50,55,A,0.5,False,Stand By Inoperativo,20260830-CONDESTABLE-XRD150USS-003-A
1484,20260830,10,50,58,A,2.0,False,Stand By Inoperativo,20260830-CONDESTABLE-XRD150USS-003-A
1485,20260830,10,50,59,A,1.0,False,Stand By Inoperativo,20260830-CONDESTABLE-XRD150USS-003-A
1486,20260830,10,50,1,B,0.5,True,Tiempo Efectivo - Operativo,20260830-CONDESTABLE-XRD150USS-003-B
1487,20260830,10,50,6,B,5.0,False,Mantenimiento,20260830-CONDESTABLE-XRD150USS-003-B
1488,20260830,10,50,7,B,0.5,True,Stand By Operativo,20260830-CONDESTABLE-XRD150USS-003-B
1489,20260830,10,50,8,B,0.5,True,Stand By Operativo,20260830-CONDESTABLE-XRD150USS-003-B
1490,20260830,10,50,9,B,0.5,True,Stand By Operativo,20260830-CONDESTABLE-XRD150USS-003-B
1491,20260830,10,50,47,B,1.0,False,Stand By Inoperativo,20260830-CONDESTABLE-XRD150USS-003-B
1492,20260830,10,50,51,B,0.5,False,Stand By Inoperativo,20260830-CONDESTABLE-XRD150USS-003-B
1493,20260830,10,50,55,B,0.5,False,Stand By Inoperativo,20260830-CONDESTABLE-XRD150USS-003-B
1494,20260830,10,50,58,B,2.0,False,Stand By Inoperativo,20260830-CONDESTABLE-XRD150USS-003-B
1495,20260830,10,50,59,B,1.0,False,Stand By Inoperativo,20260830-CONDESTABLE-XRD150USS-003-B
1496,20260831,10,50,1,A,5.0,True,Tiempo Efectivo - Operativo,20260831-CONDESTABLE-XRD150USS-003-A
1497,20260831,10,50,7,A,1.0,True,Stand By Operativo,20260831-CONDESTABLE-XRD150USS-003-A
1498,20260831,10,50,8,A,1.5,True,Stand By Operativo,20260831-CONDESTABLE-XRD150USS-003-A
1499,20260831,10,50,47,A,0.5,False,Stand By Inoperativo,20260831-CONDESTABLE-XRD150USS-003-A
1500,20260831,10,50,48,A,0.5,False,Stand By Inoperativo,20260831-CONDESTABLE-XRD150USS-003-A
1501,20260831,10,50,55,A,0.5,False,Stand By Inoperativo,20260831-CONDESTABLE-XRD150USS-003-A
1502,20260831,10,50,58,A,2.0,False,Stand By Inoperativo,20260831-CONDESTABLE-XRD150USS-003-A
1503,20260831,10,50,59,A,1.0,False,Stand By Inoperativo,20260831-CONDESTABLE-XRD150USS-003-A
1504,20260831,10,50,1,B,6.5,True,Tiempo Efectivo - Operativo,20260831-CONDESTABLE-XRD150USS-003-B
1505,20260831,10,50,7,B,0.5,True,Stand By Operativo,20260831-CONDESTABLE-XRD150USS-003-B
1506,20260831,10,50,8,B,0.5,True,Stand By Operativo,20260831-CONDESTABLE-XRD150USS-003-B
1507,20260831,10,50,47,B,0.5,False,Stand By Inoperativo,20260831-CONDESTABLE-XRD150USS-003-B
1508,20260831,10,50,48,B,0.5,False,Stand By Inoperativo,20260831-CONDESTABLE-XRD150USS-003-B
1509,20260831,10,50,55,B,0.5,False,Stand By Inoperativo,20260831-CONDESTABLE-XRD150USS-003-B
1510,20260831,10,50,58,B,2.0,False,Stand By Inoperativo,20260831-CONDESTABLE-XRD150USS-003-B
1511,20260831,10,50,59,B,1.0,False,Stand By Inoperativo,20260831-CONDESTABLE-XRD150USS-003-B
1512,20260826,11,52,17,A,8.0,True,Stand By Operativo,20260826-CUCULI-XRD100ST-001-A
1513,20260826,11,52,47,A,0.5,False,Stand By Inoperativo,20260826-CUCULI-XRD100ST-001-A
1514,20260826,11,52,55,A,0.5,False,Stand By Inoperativo,20260826-CUCULI-XRD100ST-001-A
1515,20260826,11,52,58,A,2.0,False,Stand By Inoperativo,20260826-CUCULI-XRD100ST-001-A
1516,20260826,11,52,59,A,1.0,False,Stand By Inoperativo,20260826-CUCULI-XRD100ST-001-A
1517,20260826,11,52,17,B,2.0,True,Stand By Operativo,20260826-CUCULI-XRD100ST-001-B
1518,20260826,11,52,47,B,0.5,False,Stand By Inoperativo,20260826-CUCULI-XRD100ST-001-B
1519,20260826,11,52,50,B,6.0,False,Stand By Inoperativo,20260826-CUCULI-XRD100ST-001-B
1520,20260826,11,52,55,B,0.5,False,Stand By Inoperativo,20260826-CUCULI-XRD100ST-001-B
1521,20260826,11,52,58,B,2.0,False,Stand By Inoperativo,20260826-CUCULI-XRD100ST-001-B
1522,20260826,11,52,59,B,1.0,False,Stand By Inoperativo,20260826-CUCULI-XRD100ST-001-B
1523,20260827,11,52,9,A,1.0,True,Stand By Operativo,20260827-CUCULI-XRD100ST-001-A
1524,20260827,11,52,17,A,4.0,True,Stand By Operativo,20260827-CUCULI-XRD100ST-001-A
1525,20260827,11,52,47,A,0.5,False,Stand By Inoperativo,20260827-CUCULI-XRD100ST-001-A
1526,20260827,11,52,52,A,3.0,False,Stand By Inoperativo,20260827-CUCULI-XRD100ST-001-A
1527,20260827,11,52,55,A,0.5,False,Stand By Inoperativo,20260827-CUCULI-XRD100ST-001-A
1528,20260827,11,52,58,A,2.0,False,Stand By Inoperativo,20260827-CUCULI-XRD100ST-001-A
1529,20260827,11,52,59,A,1.0,False,Stand By Inoperativo,20260827-CUCULI-XRD100ST-001-A
1530,20260827,11,52,56,B,12.0,False,Stand By Inoperativo,20260827-CUCULI-XRD100ST-001-B
1531,20260828,11,52,47,A,0.5,False,Stand By Inoperativo,20260828-CUCULI-XRD100ST-001-A
1532,20260828,11,52,50,A,8.0,False,Stand By Inoperativo,20260828-CUCULI-XRD100ST-001-A
1533,20260828,11,52,55,A,0.5,False,Stand By Inoperativo,20260828-CUCULI-XRD100ST-001-A
1534,20260828,11,52,58,A,2.0,False,Stand By Inoperativo,20260828-CUCULI-XRD100ST-001-A
1535,20260828,11,52,59,A,1.0,False,Stand By Inoperativo,20260828-CUCULI-XRD100ST-001-A
1536,20260828,11,52,1,B,7.0,True,Tiempo Efectivo - Operativo,20260828-CUCULI-XRD100ST-001-B
1537,20260828,11,52,5,B,0.5,False,Mantenimiento,20260828-CUCULI-XRD100ST-001-B
1538,20260828,11,52,51,B,1.0,False,Stand By Inoperativo,20260828-CUCULI-XRD100ST-001-B
1539,20260828,11,52,55,B,0.5,False,Stand By Inoperativo,20260828-CUCULI-XRD100ST-001-B
1540,20260828,11,52,58,B,2.0,False,Stand By Inoperativo,20260828-CUCULI-XRD100ST-001-B
1541,20260828,11,52,59,B,1.0,False,Stand By Inoperativo,20260828-CUCULI-XRD100ST-001-B
1542,20260829,11,52,1,A,2.0,True,Tiempo Efectivo - Operativo,20260829-CUCULI-XRD100ST-001-A
1543,20260829,11,52,2,A,1.0,True,Tiempo Efectivo - Operativo,20260829-CUCULI-XRD100ST-001-A
1544,20260829,11,52,4,A,5.0,True,Tiempo Efectivo - Operativo,20260829-CUCULI-XRD100ST-001-A
1545,20260829,11,52,47,A,0.5,False,Stand By Inoperativo,20260829-CUCULI-XRD100ST-001-A
1546,20260829,11,52,55,A,0.5,False,Stand By Inoperativo,20260829-CUCULI-XRD100ST-001-A
1547,20260829,11,52,58,A,2.0,False,Stand By Inoperativo,20260829-CUCULI-XRD100ST-001-A
1548,20260829,11,52,59,A,1.0,False,Stand By Inoperativo,20260829-CUCULI-XRD100ST-001-A
1549,20260829,11,52,1,B,7.0,True,Tiempo Efectivo - Operativo,20260829-CUCULI-XRD100ST-001-B
1550,20260829,11,52,5,B,0.5,False,Mantenimiento,20260829-CUCULI-XRD100ST-001-B
1551,20260829,11,52,9,B,1.0,True,Stand By Operativo,20260829-CUCULI-XRD100ST-001-B
1552,20260829,11,52,55,B,0.5,False,Stand By Inoperativo,20260829-CUCULI-XRD100ST-001-B
1553,20260829,11,52,58,B,2.0,False,Stand By Inoperativo,20260829-CUCULI-XRD100ST-001-B
1554,20260829,11,52,59,B,1.0,False,Stand By Inoperativo,20260829-CUCULI-XRD100ST-001-B
1555,20260830,11,52,1,A,4.0,True,Tiempo Efectivo - Operativo,20260830-CUCULI-XRD100ST-001-A
1556,20260830,11,52,6,A,4.0,False,Mantenimiento,20260830-CUCULI-XRD100ST-001-A
1557,20260830,11,52,47,A,0.5,False,Stand By Inoperativo,20260830-CUCULI-XRD100ST-001-A
1558,20260830,11,52,55,A,0.5,False,Stand By Inoperativo,20260830-CUCULI-XRD100ST-001-A
1559,20260830,11,52,58,A,2.0,False,Stand By Inoperativo,20260830-CUCULI-XRD100ST-001-A
1560,20260830,11,52,59,A,1.0,False,Stand By Inoperativo,20260830-CUCULI-XRD100ST-001-A
1561,20260830,11,52,1,B,4.0,True,Tiempo Efectivo - Operativo,20260830-CUCULI-XRD100ST-001-B
1562,20260830,11,52,5,B,0.5,False,Mantenimiento,20260830-CUCULI-XRD100ST-001-B
1563,20260830,11,52,7,B,0.5,True,Stand By Operativo,20260830-CUCULI-XRD100ST-001-B
1564,20260830,11,52,8,B,0.5,True,Stand By Operativo,20260830-CUCULI-XRD100ST-001-B
1565,20260830,11,52,9,B,2.5,True,Stand By Operativo,20260830-CUCULI-XRD100ST-001-B
1566,20260830,11,52,47,B,0.5,False,Stand By Inoperativo,20260830-CUCULI-XRD100ST-001-B
1567,20260830,11,52,55,B,0.5,False,Stand By Inoperativo,20260830-CUCULI-XRD100ST-001-B
1568,20260830,11,52,58,B,2.0,False,Stand By Inoperativo,20260830-CUCULI-XRD100ST-001-B
1569,20260830,11,52,59,B,1.0,False,Stand By Inoperativo,20260830-CUCULI-XRD100ST-001-B
1570,20260831,11,52,1,A,6.0,True,Tiempo Efectivo - Operativo,20260831-CUCULI-XRD100ST-001-A
1571,20260831,11,52,9,A,2.0,True,Stand By Operativo,20260831-CUCULI-XRD100ST-001-A
1572,20260831,11,52,47,A,0.5,False,Stand By Inoperativo,20260831-CUCULI-XRD100ST-001-A
1573,20260831,11,52,55,A,0.5,False,Stand By Inoperativo,20260831-CUCULI-XRD100ST-001-A
1574,20260831,11,52,58,A,2.0,False,Stand By Inoperativo,20260831-CUCULI-XRD100ST-001-A
1575,20260831,11,52,59,A,1.0,False,Stand By Inoperativo,20260831-CUCULI-XRD100ST-001-A
1576,20260831,11,52,1,B,4.0,True,Tiempo Efectivo - Operativo,20260831-CUCULI-XRD100ST-001-B
