ID_CLAVE_UNICA,FECHA,CTR,MAQUINA,TURNO_ESTANDAR,METRAJE_DETALLADO,METRAJE_CONTROL_INTERNO,DIFERENCIA_METRAJE,ESTADO_TURNO
2021-10-26|AMERICANA|XRD50U-001|A,2021-10-26,AMERICANA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-10-26|MOROCOCHA|XRD50U-001|A,2021-10-26,MOROCOCHA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-10-26|YAULIYACU|XRD50U-001|A,2021-10-26,YAULIYACU,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-10-27|AMERICANA|XRD50U-001|A,2021-10-27,AMERICANA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-10-27|AMERICANA|XRD50U-001|B,2021-10-27,AMERICANA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-10-27|MOROCOCHA|XRD50U-001|A,2021-10-27,MOROCOCHA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-10-27|MOROCOCHA|XRD50U-001|B,2021-10-27,MOROCOCHA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-10-27|YAULIYACU|XRD50U-001|A,2021-10-27,YAULIYACU,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-10-27|YAULIYACU|XRD50U-001|B,2021-10-27,YAULIYACU,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-10-28|AMERICANA|XRD50U-001|A,2021-10-28,AMERICANA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-10-28|AMERICANA|XRD50U-001|B,2021-10-28,AMERICANA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-10-28|MOROCOCHA|XRD50U-001|A,2021-10-28,MOROCOCHA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-10-28|MOROCOCHA|XRD50U-001|B,2021-10-28,MOROCOCHA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-10-28|YAULIYACU|XRD50U-001|A,2021-10-28,YAULIYACU,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-10-28|YAULIYACU|XRD50U-001|B,2021-10-28,YAULIYACU,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-10-29|AMERICANA|XRD50U-001|A,2021-10-29,AMERICANA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-10-29|AMERICANA|XRD50U-001|B,2021-10-29,AMERICANA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-10-29|MOROCOCHA|XRD50U-001|A,2021-10-29,MOROCOCHA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-10-29|MOROCOCHA|XRD50U-001|B,2021-10-29,MOROCOCHA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-10-29|YAULIYACU|XRD50U-001|A,2021-10-29,YAULIYACU,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-10-29|YAULIYACU|XRD50U-001|B,2021-10-29,YAULIYACU,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-10-30|AMERICANA|XRD50U-001|A,2021-10-30,AMERICANA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-10-30|AMERICANA|XRD50U-001|B,2021-10-30,AMERICANA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-10-30|MOROCOCHA|XRD50U-001|A,2021-10-30,MOROCOCHA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-10-30|MOROCOCHA|XRD50U-001|B,2021-10-30,MOROCOCHA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-10-30|YAULIYACU|XRD50U-001|A,2021-10-30,YAULIYACU,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-10-30|YAULIYACU|XRD50U-001|B,2021-10-30,YAULIYACU,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-10-31|AMERICANA|XRD50U-001|A,2021-10-31,AMERICANA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-10-31|AMERICANA|XRD50U-001|B,2021-10-31,AMERICANA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-10-31|MOROCOCHA|XRD50U-001|A,2021-10-31,MOROCOCHA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-10-31|MOROCOCHA|XRD50U-001|B,2021-10-31,MOROCOCHA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-10-31|YAULIYACU|XRD50U-001|A,2021-10-31,YAULIYACU,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-10-31|YAULIYACU|XRD50U-001|B,2021-10-31,YAULIYACU,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-01|AMERICANA|XRD50U-001|A,2021-11-01,AMERICANA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-01|AMERICANA|XRD50U-001|B,2021-11-01,AMERICANA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-01|MOROCOCHA|XRD50U-001|A,2021-11-01,MOROCOCHA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-01|MOROCOCHA|XRD50U-001|B,2021-11-01,MOROCOCHA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-01|YAULIYACU|XRD50U-001|A,2021-11-01,YAULIYACU,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-01|YAULIYACU|XRD50U-001|B,2021-11-01,YAULIYACU,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-02|AMERICANA|XRD50U-001|A,2021-11-02,AMERICANA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-02|AMERICANA|XRD50U-001|B,2021-11-02,AMERICANA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-02|MOROCOCHA|XRD50U-001|A,2021-11-02,MOROCOCHA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-02|MOROCOCHA|XRD50U-001|B,2021-11-02,MOROCOCHA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-02|YAULIYACU|XRD50U-001|A,2021-11-02,YAULIYACU,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-02|YAULIYACU|XRD50U-001|B,2021-11-02,YAULIYACU,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-03|AMERICANA|XRD50U-001|A,2021-11-03,AMERICANA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-03|AMERICANA|XRD50U-001|B,2021-11-03,AMERICANA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-03|MOROCOCHA|XRD50U-001|A,2021-11-03,MOROCOCHA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-03|MOROCOCHA|XRD50U-001|B,2021-11-03,MOROCOCHA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-03|YAULIYACU|XRD50U-001|A,2021-11-03,YAULIYACU,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-03|YAULIYACU|XRD50U-001|B,2021-11-03,YAULIYACU,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-04|AMERICANA|XRD50U-001|A,2021-11-04,AMERICANA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-04|AMERICANA|XRD50U-001|B,2021-11-04,AMERICANA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-04|MOROCOCHA|XRD50U-001|A,2021-11-04,MOROCOCHA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-04|MOROCOCHA|XRD50U-001|B,2021-11-04,MOROCOCHA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-04|YAULIYACU|XRD50U-001|A,2021-11-04,YAULIYACU,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-04|YAULIYACU|XRD50U-001|B,2021-11-04,YAULIYACU,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-05|AMERICANA|XRD50U-001|A,2021-11-05,AMERICANA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-05|AMERICANA|XRD50U-001|B,2021-11-05,AMERICANA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-05|MOROCOCHA|XRD50U-001|A,2021-11-05,MOROCOCHA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-05|MOROCOCHA|XRD50U-001|B,2021-11-05,MOROCOCHA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-05|YAULIYACU|XRD50U-001|A,2021-11-05,YAULIYACU,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-05|YAULIYACU|XRD50U-001|B,2021-11-05,YAULIYACU,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-06|AMERICANA|XRD50U-001|A,2021-11-06,AMERICANA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-06|AMERICANA|XRD50U-001|B,2021-11-06,AMERICANA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-06|MOROCOCHA|XRD50U-001|A,2021-11-06,MOROCOCHA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-06|MOROCOCHA|XRD50U-001|B,2021-11-06,MOROCOCHA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-06|YAULIYACU|XRD50U-001|A,2021-11-06,YAULIYACU,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-06|YAULIYACU|XRD50U-001|B,2021-11-06,YAULIYACU,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-07|AMERICANA|XRD50U-001|A,2021-11-07,AMERICANA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-07|AMERICANA|XRD50U-001|B,2021-11-07,AMERICANA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-07|MOROCOCHA|XRD50U-001|A,2021-11-07,MOROCOCHA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-07|MOROCOCHA|XRD50U-001|B,2021-11-07,MOROCOCHA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-07|YAULIYACU|XRD50U-001|A,2021-11-07,YAULIYACU,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-07|YAULIYACU|XRD50U-001|B,2021-11-07,YAULIYACU,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-08|AMERICANA|XRD50U-001|A,2021-11-08,AMERICANA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-08|AMERICANA|XRD50U-001|B,2021-11-08,AMERICANA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-08|MOROCOCHA|XRD50U-001|A,2021-11-08,MOROCOCHA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-08|MOROCOCHA|XRD50U-001|B,2021-11-08,MOROCOCHA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-08|YAULIYACU|XRD50U-001|A,2021-11-08,YAULIYACU,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-08|YAULIYACU|XRD50U-001|B,2021-11-08,YAULIYACU,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-09|AMERICANA|XRD50U-001|A,2021-11-09,AMERICANA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-09|AMERICANA|XRD50U-001|B,2021-11-09,AMERICANA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-09|MOROCOCHA|XRD50U-001|A,2021-11-09,MOROCOCHA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-09|MOROCOCHA|XRD50U-001|B,2021-11-09,MOROCOCHA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-09|YAULIYACU|XRD50U-001|A,2021-11-09,YAULIYACU,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-09|YAULIYACU|XRD50U-001|B,2021-11-09,YAULIYACU,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-10|AMERICANA|XRD50U-001|A,2021-11-10,AMERICANA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-10|AMERICANA|XRD50U-001|B,2021-11-10,AMERICANA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-10|MOROCOCHA|XRD50U-001|A,2021-11-10,MOROCOCHA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-10|MOROCOCHA|XRD50U-001|B,2021-11-10,MOROCOCHA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-10|YAULIYACU|XRD50U-001|A,2021-11-10,YAULIYACU,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-10|YAULIYACU|XRD50U-001|B,2021-11-10,YAULIYACU,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-11|AMERICANA|XRD50U-001|A,2021-11-11,AMERICANA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-11|AMERICANA|XRD50U-001|B,2021-11-11,AMERICANA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-11|MOROCOCHA|XRD50U-001|A,2021-11-11,MOROCOCHA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-11|MOROCOCHA|XRD50U-001|B,2021-11-11,MOROCOCHA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-11|YAULIYACU|XRD50U-001|A,2021-11-11,YAULIYACU,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-11|YAULIYACU|XRD50U-001|B,2021-11-11,YAULIYACU,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-12|AMERICANA|XRD50U-001|A,2021-11-12,AMERICANA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-12|AMERICANA|XRD50U-001|B,2021-11-12,AMERICANA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-12|MOROCOCHA|XRD50U-001|A,2021-11-12,MOROCOCHA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-12|MOROCOCHA|XRD50U-001|B,2021-11-12,MOROCOCHA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-12|YAULIYACU|XRD50U-001|A,2021-11-12,YAULIYACU,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-12|YAULIYACU|XRD50U-001|B,2021-11-12,YAULIYACU,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-13|AMERICANA|XRD50U-001|A,2021-11-13,AMERICANA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-13|AMERICANA|XRD50U-001|B,2021-11-13,AMERICANA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-13|MOROCOCHA|XRD50U-001|A,2021-11-13,MOROCOCHA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-13|MOROCOCHA|XRD50U-001|B,2021-11-13,MOROCOCHA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-13|YAULIYACU|XRD50U-001|A,2021-11-13,YAULIYACU,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-13|YAULIYACU|XRD50U-001|B,2021-11-13,YAULIYACU,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-14|AMERICANA|XRD50U-001|A,2021-11-14,AMERICANA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-14|AMERICANA|XRD50U-001|B,2021-11-14,AMERICANA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-14|MOROCOCHA|XRD50U-001|A,2021-11-14,MOROCOCHA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-14|MOROCOCHA|XRD50U-001|B,2021-11-14,MOROCOCHA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-14|YAULIYACU|XRD50U-001|A,2021-11-14,YAULIYACU,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-14|YAULIYACU|XRD50U-001|B,2021-11-14,YAULIYACU,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-15|AMERICANA|XRD50U-001|A,2021-11-15,AMERICANA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-15|AMERICANA|XRD50U-001|B,2021-11-15,AMERICANA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-15|MOROCOCHA|XRD50U-001|A,2021-11-15,MOROCOCHA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-15|MOROCOCHA|XRD50U-001|B,2021-11-15,MOROCOCHA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-15|YAULIYACU|XRD50U-001|A,2021-11-15,YAULIYACU,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-15|YAULIYACU|XRD50U-001|B,2021-11-15,YAULIYACU,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-16|AMERICANA|XRD50U-001|A,2021-11-16,AMERICANA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-16|AMERICANA|XRD50U-001|B,2021-11-16,AMERICANA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-16|MOROCOCHA|XRD50U-001|A,2021-11-16,MOROCOCHA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-16|MOROCOCHA|XRD50U-001|B,2021-11-16,MOROCOCHA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-16|YAULIYACU|XRD50U-001|A,2021-11-16,YAULIYACU,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-16|YAULIYACU|XRD50U-001|B,2021-11-16,YAULIYACU,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-17|AMERICANA|XRD50U-001|A,2021-11-17,AMERICANA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-17|AMERICANA|XRD50U-001|B,2021-11-17,AMERICANA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-17|MOROCOCHA|XRD50U-001|A,2021-11-17,MOROCOCHA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-17|MOROCOCHA|XRD50U-001|B,2021-11-17,MOROCOCHA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-17|YAULIYACU|XRD50U-001|A,2021-11-17,YAULIYACU,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-17|YAULIYACU|XRD50U-001|B,2021-11-17,YAULIYACU,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-18|AMERICANA|XRD50U-001|A,2021-11-18,AMERICANA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-18|AMERICANA|XRD50U-001|B,2021-11-18,AMERICANA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-18|MOROCOCHA|XRD50U-001|A,2021-11-18,MOROCOCHA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-18|MOROCOCHA|XRD50U-001|B,2021-11-18,MOROCOCHA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-18|YAULIYACU|XRD50U-001|A,2021-11-18,YAULIYACU,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-18|YAULIYACU|XRD50U-001|B,2021-11-18,YAULIYACU,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-19|AMERICANA|XRD50U-001|A,2021-11-19,AMERICANA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-19|AMERICANA|XRD50U-001|B,2021-11-19,AMERICANA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-19|MOROCOCHA|XRD50U-001|A,2021-11-19,MOROCOCHA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-19|MOROCOCHA|XRD50U-001|B,2021-11-19,MOROCOCHA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-19|YAULIYACU|XRD50U-001|A,2021-11-19,YAULIYACU,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-19|YAULIYACU|XRD50U-001|B,2021-11-19,YAULIYACU,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-20|AMERICANA|XRD50U-001|A,2021-11-20,AMERICANA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-20|AMERICANA|XRD50U-001|B,2021-11-20,AMERICANA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-20|MOROCOCHA|XRD50U-001|A,2021-11-20,MOROCOCHA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-20|MOROCOCHA|XRD50U-001|B,2021-11-20,MOROCOCHA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-20|YAULIYACU|XRD50U-001|A,2021-11-20,YAULIYACU,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-20|YAULIYACU|XRD50U-001|B,2021-11-20,YAULIYACU,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-21|AMERICANA|XRD50U-001|A,2021-11-21,AMERICANA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-21|AMERICANA|XRD50U-001|B,2021-11-21,AMERICANA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-21|MOROCOCHA|XRD50U-001|A,2021-11-21,MOROCOCHA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-21|MOROCOCHA|XRD50U-001|B,2021-11-21,MOROCOCHA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-21|YAULIYACU|XRD50U-001|A,2021-11-21,YAULIYACU,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-21|YAULIYACU|XRD50U-001|B,2021-11-21,YAULIYACU,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-22|AMERICANA|XRD50U-001|A,2021-11-22,AMERICANA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-22|AMERICANA|XRD50U-001|B,2021-11-22,AMERICANA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-22|MOROCOCHA|XRD50U-001|A,2021-11-22,MOROCOCHA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-22|MOROCOCHA|XRD50U-001|B,2021-11-22,MOROCOCHA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-22|YAULIYACU|XRD50U-001|A,2021-11-22,YAULIYACU,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-22|YAULIYACU|XRD50U-001|B,2021-11-22,YAULIYACU,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-23|AMERICANA|XRD50U-001|A,2021-11-23,AMERICANA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-23|AMERICANA|XRD50U-001|B,2021-11-23,AMERICANA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-23|MOROCOCHA|XRD50U-001|A,2021-11-23,MOROCOCHA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-23|MOROCOCHA|XRD50U-001|B,2021-11-23,MOROCOCHA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-23|YAULIYACU|XRD50U-001|A,2021-11-23,YAULIYACU,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-23|YAULIYACU|XRD50U-001|B,2021-11-23,YAULIYACU,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-24|AMERICANA|XRD50U-001|A,2021-11-24,AMERICANA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-24|AMERICANA|XRD50U-001|B,2021-11-24,AMERICANA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-24|MOROCOCHA|XRD50U-001|A,2021-11-24,MOROCOCHA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-24|MOROCOCHA|XRD50U-001|B,2021-11-24,MOROCOCHA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-24|YAULIYACU|XRD50U-001|A,2021-11-24,YAULIYACU,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-24|YAULIYACU|XRD50U-001|B,2021-11-24,YAULIYACU,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-25|AMERICANA|XRD50U-001|A,2021-11-25,AMERICANA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-25|AMERICANA|XRD50U-001|B,2021-11-25,AMERICANA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-25|MOROCOCHA|XRD50U-001|A,2021-11-25,MOROCOCHA,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-25|MOROCOCHA|XRD50U-001|B,2021-11-25,MOROCOCHA,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2021-11-25|YAULIYACU|XRD50U-001|A,2021-11-25,YAULIYACU,XRD50U-001,A,0.0,0.0,0.0,COINCIDE OK
2021-11-25|YAULIYACU|XRD50U-001|B,2021-11-25,YAULIYACU,XRD50U-001,B,0.0,0.0,0.0,COINCIDE OK
2022-04-26|RAURA|A|A,2022-04-26,RAURA,A,A,0.0,0.0,0.0,COINCIDE OK
2022-04-26|RAURA|B|A,2022-04-26,RAURA,B,A,0.0,0.0,0.0,COINCIDE OK
2022-04-26|RAURA|C|A,2022-04-26,RAURA,C,A,0.0,0.0,0.0,COINCIDE OK
2022-04-27|RAURA|A|A,2022-04-27,RAURA,A,A,0.0,0.0,0.0,COINCIDE OK
2022-04-27|RAURA|A|B,2022-04-27,RAURA,A,B,0.0,0.0,0.0,COINCIDE OK
2022-04-27|RAURA|B|A,2022-04-27,RAURA,B,A,0.0,0.0,0.0,COINCIDE OK
2022-04-27|RAURA|B|B,2022-04-27,RAURA,B,B,0.0,0.0,0.0,COINCIDE OK
2022-04-27|RAURA|C|A,2022-04-27,RAURA,C,A,0.0,0.0,0.0,COINCIDE OK
2022-04-27|RAURA|C|B,2022-04-27,RAURA,C,B,0.0,0.0,0.0,COINCIDE OK
2022-04-28|RAURA|A|A,2022-04-28,RAURA,A,A,0.0,0.0,0.0,COINCIDE OK
2022-04-28|RAURA|A|B,2022-04-28,RAURA,A,B,0.0,0.0,0.0,COINCIDE OK
2022-04-28|RAURA|B|A,2022-04-28,RAURA,B,A,0.0,0.0,0.0,COINCIDE OK
2022-04-28|RAURA|B|B,2022-04-28,RAURA,B,B,0.0,0.0,0.0,COINCIDE OK
2022-04-28|RAURA|C|A,2022-04-28,RAURA,C,A,0.0,0.0,0.0,COINCIDE OK
2022-04-28|RAURA|C|B,2022-04-28,RAURA,C,B,0.0,0.0,0.0,COINCIDE OK
2022-04-29|RAURA|A|A,2022-04-29,RAURA,A,A,0.0,0.0,0.0,COINCIDE OK
2022-04-29|RAURA|A|B,2022-04-29,RAURA,A,B,0.0,0.0,0.0,COINCIDE OK
